"assay_name","samp_name","technical_rep_id","pcr_plate_id","well_id","detected_notDetected","estimatedNumberOfCopies","estimatedNumberOfCopies_unit","estimatedNumberOfCopies_method","estimatedNumberOfCopies_error","estimatedNumberOfCopies_error_type","quantificationCycle","rfu","positivePartitions","acceptedPartitions","partitionVolumeMicroliters","concentrationInReaction","concentrationInReaction_unit","volumeFilteredLiters","dilutionFactor","dataset"
"Tt_longFrag","52345-531",3,"dPB133","G12","detected",380.425513495737,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",32,18313,0.00085,2.076892743,"copies/uL",3.002666667,1,"field survey"
"Tt_longFrag","52345-532",1,"dPB133","D04","detected",423.740013529784,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",39,20002,0.00085,2.313363662,"copies/uL",3.002666667,1,"field survey"
"Tt_longFrag","52345-532",2,"dPB133","D08","detected",315.580206875494,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",28,19312,0.00085,1.722876669,"copies/uL",3.002666667,1,"field survey"
"Tt_longFrag","52345-532",3,"dPB133","D12","detected",396.28854700308,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",31,17118,0.00085,2.163495292,"copies/uL",3.002666667,1,"field survey"
"Tt_longFrag","52345-533",1,"dPB134","C02","detected",153.358225693456,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",13,17665,0.00085,0.837242968,"copies/uL",3.002666667,1,"field survey"
"Tt_longFrag","52345-533",2,"dPB134","C06","detected",239.716848680096,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",21,18449,0.00085,1.308708711,"copies/uL",3.002666667,1,"field survey"
"Tt_longFrag","52345-533",3,"dPB134","C10","detected",162.618029539009,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",15,19330,0.00085,0.887795885,"copies/uL",3.002666667,1,"field survey"
"Tt_longFrag","52345-534",1,"dPB133","A04","detected",247.51936750856,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",22,18820,0.00085,1.357606228,"copies/uL",3.016666667,1,"field survey"
"Tt_longFrag","52345-534",2,"dPB133","A08","detected",177.868412516256,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",15,17778,0.00085,0.975581293,"copies/uL",3.016666667,1,"field survey"
"Tt_longFrag","52345-534",3,"dPB133","A12","detected",96.3995230501209,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",8,17600,0.00085,0.528736778,"copies/uL",3.016666667,1,"field survey"
"Tt_longFrag","52345-535",1,"dPB133","B04","detected",45.1631875806447,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",4,18924,0.00085,0.247713241,"copies/uL",3.016666667,1,"field survey"
