"samp_name","materialSampleID","samp_category","eventDate","verbatimEventTime","decimalLatitude","decimalLongitude","verbatimCoordinateSystem","verbatimSRS","geo_loc_name","env_broad_scale","env_local_scale","env_medium","habitat_natural_artificial_0_1","minimumDepthInMeters","maximumDepthInMeters","samp_collect_device","samp_collect_method","samp_size","samp_size_unit","biological_rep_relation","sample_derived_from","filter_name","filter_material","filter_diameter","filter_passive_active_0_1","samp_store_sol","samp_store_temp","samp_store_dur","nucl_acid_ext","nucl_acid_ext_kit","date_ext","samp_vol_we_dna_ext","samp_vol_we_dna_ext_unit","tidal_stage","temp","salinity","dataset"
"52345-626","52345-626","sample","2024-10-16","13:30",47.736441,-122.743206,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,0,0,"Smith Root","in situ filtration of seawater",3,"L","52345-625 | 52345-626","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-630","52345-630","sample","2024-10-16","14:30",47.736441,-122.743206,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,0,0,"Smith Root","in situ filtration of seawater",3,"L","52345-630","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-633","52345-633","sample","2024-10-16","15:31",47.736441,-122.743206,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,0,0,"Smith Root","in situ filtration of seawater",3,"L","52345-633 | 52345-634 | 52345-635","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-634","52345-634","sample","2024-10-16","15:32",47.736441,-122.743206,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,0,0,"Smith Root","in situ filtration of seawater",2.8,"L","52345-633 | 52345-634 | 52345-635","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-635","52345-635","sample","2024-10-16","15:33",47.736441,-122.743206,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,0,0,"Smith Root","in situ filtration of seawater",3,"L","52345-633 | 52345-634 | 52345-635","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-637","52345-637","sample","2024-10-16","16:28",47.736441,-122.743206,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,0,0,"Smith Root","in situ filtration of seawater",2.9,"L","52345-637 | 52345-638","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-638","52345-638","sample","2024-10-16","16:30",47.736441,-122.743206,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,0,0,"Smith Root","in situ filtration of seawater",3,"L","52345-637 | 52345-638","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"carboy1_0.0h","52345-750","sample","2024-10-16","18:19",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","mesocosm [ENVO:00003924]","sea water [ENVO:00002149]",1,,,"carboy subsample","seawater collected from a netted enclosure into a 25 L carboy, transported at ambient temperature and held in an environmental chamber at 15 C on a 16 h light cycle with aeration, then subsampled; elapsed time since collection is 0.0 h",1,"L","the three carboys are the biological replicates","carboy 1","Advantec mixed cellulose ester, in a tandem Smith-Root housing stack of 5.0, 1.0 and 0.45 um; only the analysed fraction is reported here","mixed cellulose ester (MCE)",47,1,"DNA/RNA Shield (Zymo), 2 mL",-80,"within one month of collection","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","not applicable: mesocosm",15,,"decay experiment"
"carboy1_3.4h","52345-753","sample","2024-10-16","21:43",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","mesocosm [ENVO:00003924]","sea water [ENVO:00002149]",1,,,"carboy subsample","seawater collected from a netted enclosure into a 25 L carboy, transported at ambient temperature and held in an environmental chamber at 15 C on a 16 h light cycle with aeration, then subsampled; elapsed time since collection is 3.4 h",1.95,"L","the three carboys are the biological replicates","carboy 1","Advantec mixed cellulose ester, in a tandem Smith-Root housing stack of 5.0, 1.0 and 0.45 um; only the analysed fraction is reported here","mixed cellulose ester (MCE)",47,1,"DNA/RNA Shield (Zymo), 2 mL",-80,"within one month of collection","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","not applicable: mesocosm",15,,"decay experiment"
"carboy1_7.2h","52345-757","sample","2024-10-16","1:30",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","mesocosm [ENVO:00003924]","sea water [ENVO:00002149]",1,,,"carboy subsample","seawater collected from a netted enclosure into a 25 L carboy, transported at ambient temperature and held in an environmental chamber at 15 C on a 16 h light cycle with aeration, then subsampled; elapsed time since collection is 7.2 h",2.05,"L","the three carboys are the biological replicates","carboy 1","Advantec mixed cellulose ester, in a tandem Smith-Root housing stack of 5.0, 1.0 and 0.45 um; only the analysed fraction is reported here","mixed cellulose ester (MCE)",47,1,"DNA/RNA Shield (Zymo), 2 mL",-80,"within one month of collection","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","not applicable: mesocosm",15,,"decay experiment"
"carboy1_11.3h","52345-761","sample","2024-10-16","5:34",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","mesocosm [ENVO:00003924]","sea water [ENVO:00002149]",1,,,"carboy subsample","seawater collected from a netted enclosure into a 25 L carboy, transported at ambient temperature and held in an environmental chamber at 15 C on a 16 h light cycle with aeration, then subsampled; elapsed time since collection is 11.3 h",1.925,"L","the three carboys are the biological replicates","carboy 1","Advantec mixed cellulose ester, in a tandem Smith-Root housing stack of 5.0, 1.0 and 0.45 um; only the analysed fraction is reported here","mixed cellulose ester (MCE)",47,1,"DNA/RNA Shield (Zymo), 2 mL",-80,"within one month of collection","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","not applicable: mesocosm",15,,"decay experiment"
"carboy1_19.3h","52345-766","sample","2024-10-16","13:38",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","mesocosm [ENVO:00003924]","sea water [ENVO:00002149]",1,,,"carboy subsample","seawater collected from a netted enclosure into a 25 L carboy, transported at ambient temperature and held in an environmental chamber at 15 C on a 16 h light cycle with aeration, then subsampled; elapsed time since collection is 19.3 h",2,"L","the three carboys are the biological replicates","carboy 1","Advantec mixed cellulose ester, in a tandem Smith-Root housing stack of 5.0, 1.0 and 0.45 um; only the analysed fraction is reported here","mixed cellulose ester (MCE)",47,1,"DNA/RNA Shield (Zymo), 2 mL",-80,"within one month of collection","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","not applicable: mesocosm",15,,"decay experiment"
"carboy1_27.2h","52345-770","sample","2024-10-16","21:29",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","mesocosm [ENVO:00003924]","sea water [ENVO:00002149]",1,,,"carboy subsample","seawater collected from a netted enclosure into a 25 L carboy, transported at ambient temperature and held in an environmental chamber at 15 C on a 16 h light cycle with aeration, then subsampled; elapsed time since collection is 27.2 h",1.95,"L","the three carboys are the biological replicates","carboy 1","Advantec mixed cellulose ester, in a tandem Smith-Root housing stack of 5.0, 1.0 and 0.45 um; only the analysed fraction is reported here","mixed cellulose ester (MCE)",47,1,"DNA/RNA Shield (Zymo), 2 mL",-80,"within one month of collection","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","not applicable: mesocosm",15,,"decay experiment"
"carboy2_0.0h","52345-751","sample","2024-10-16","18:21",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","mesocosm [ENVO:00003924]","sea water [ENVO:00002149]",1,,,"carboy subsample","seawater collected from a netted enclosure into a 25 L carboy, transported at ambient temperature and held in an environmental chamber at 15 C on a 16 h light cycle with aeration, then subsampled; elapsed time since collection is 0.0 h",1,"L","the three carboys are the biological replicates","carboy 2","Advantec mixed cellulose ester, in a tandem Smith-Root housing stack of 5.0, 1.0 and 0.45 um; only the analysed fraction is reported here","mixed cellulose ester (MCE)",47,1,"DNA/RNA Shield (Zymo), 2 mL",-80,"within one month of collection","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","not applicable: mesocosm",15,,"decay experiment"
"carboy2_3.7h","52345-754","sample","2024-10-16","21:58",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","mesocosm [ENVO:00003924]","sea water [ENVO:00002149]",1,,,"carboy subsample","seawater collected from a netted enclosure into a 25 L carboy, transported at ambient temperature and held in an environmental chamber at 15 C on a 16 h light cycle with aeration, then subsampled; elapsed time since collection is 3.7 h",1.3,"L","the three carboys are the biological replicates","carboy 2","Advantec mixed cellulose ester, in a tandem Smith-Root housing stack of 5.0, 1.0 and 0.45 um; only the analysed fraction is reported here","mixed cellulose ester (MCE)",47,1,"DNA/RNA Shield (Zymo), 2 mL",-80,"within one month of collection","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","not applicable: mesocosm",15,,"decay experiment"
"carboy2_7.5h","52345-758","sample","2024-10-16","1:48",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","mesocosm [ENVO:00003924]","sea water [ENVO:00002149]",1,,,"carboy subsample","seawater collected from a netted enclosure into a 25 L carboy, transported at ambient temperature and held in an environmental chamber at 15 C on a 16 h light cycle with aeration, then subsampled; elapsed time since collection is 7.5 h",2.15,"L","the three carboys are the biological replicates","carboy 2","Advantec mixed cellulose ester, in a tandem Smith-Root housing stack of 5.0, 1.0 and 0.45 um; only the analysed fraction is reported here","mixed cellulose ester (MCE)",47,1,"DNA/RNA Shield (Zymo), 2 mL",-80,"within one month of collection","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","not applicable: mesocosm",15,,"decay experiment"
"carboy2_11.5h","52345-762","sample","2024-10-16","5:49",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","mesocosm [ENVO:00003924]","sea water [ENVO:00002149]",1,,,"carboy subsample","seawater collected from a netted enclosure into a 25 L carboy, transported at ambient temperature and held in an environmental chamber at 15 C on a 16 h light cycle with aeration, then subsampled; elapsed time since collection is 11.5 h",1.7,"L","the three carboys are the biological replicates","carboy 2","Advantec mixed cellulose ester, in a tandem Smith-Root housing stack of 5.0, 1.0 and 0.45 um; only the analysed fraction is reported here","mixed cellulose ester (MCE)",47,1,"DNA/RNA Shield (Zymo), 2 mL",-80,"within one month of collection","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","not applicable: mesocosm",15,,"decay experiment"
"carboy2_19.4h","52345-767","sample","2024-10-16","13:49",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","mesocosm [ENVO:00003924]","sea water [ENVO:00002149]",1,,,"carboy subsample","seawater collected from a netted enclosure into a 25 L carboy, transported at ambient temperature and held in an environmental chamber at 15 C on a 16 h light cycle with aeration, then subsampled; elapsed time since collection is 19.4 h",2,"L","the three carboys are the biological replicates","carboy 2","Advantec mixed cellulose ester, in a tandem Smith-Root housing stack of 5.0, 1.0 and 0.45 um; only the analysed fraction is reported here","mixed cellulose ester (MCE)",47,1,"DNA/RNA Shield (Zymo), 2 mL",-80,"within one month of collection","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","not applicable: mesocosm",15,,"decay experiment"
"carboy2_27.3h","52345-771","sample","2024-10-16","21:39",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","mesocosm [ENVO:00003924]","sea water [ENVO:00002149]",1,,,"carboy subsample","seawater collected from a netted enclosure into a 25 L carboy, transported at ambient temperature and held in an environmental chamber at 15 C on a 16 h light cycle with aeration, then subsampled; elapsed time since collection is 27.3 h",1.85,"L","the three carboys are the biological replicates","carboy 2","Advantec mixed cellulose ester, in a tandem Smith-Root housing stack of 5.0, 1.0 and 0.45 um; only the analysed fraction is reported here","mixed cellulose ester (MCE)",47,1,"DNA/RNA Shield (Zymo), 2 mL",-80,"within one month of collection","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","not applicable: mesocosm",15,,"decay experiment"
"carboy3_0.0h","52345-752","sample","2024-10-16","18:19",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","mesocosm [ENVO:00003924]","sea water [ENVO:00002149]",1,,,"carboy subsample","seawater collected from a netted enclosure into a 25 L carboy, transported at ambient temperature and held in an environmental chamber at 15 C on a 16 h light cycle with aeration, then subsampled; elapsed time since collection is 0.0 h",1.2,"L","the three carboys are the biological replicates","carboy 3","Advantec mixed cellulose ester, in a tandem Smith-Root housing stack of 5.0, 1.0 and 0.45 um; only the analysed fraction is reported here","mixed cellulose ester (MCE)",47,1,"DNA/RNA Shield (Zymo), 2 mL",-80,"within one month of collection","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","not applicable: mesocosm",15,,"decay experiment"
"carboy3_4.0h","52345-755","sample","2024-10-16","22:16",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","mesocosm [ENVO:00003924]","sea water [ENVO:00002149]",1,,,"carboy subsample","seawater collected from a netted enclosure into a 25 L carboy, transported at ambient temperature and held in an environmental chamber at 15 C on a 16 h light cycle with aeration, then subsampled; elapsed time since collection is 4.0 h",2.05,"L","the three carboys are the biological replicates","carboy 3","Advantec mixed cellulose ester, in a tandem Smith-Root housing stack of 5.0, 1.0 and 0.45 um; only the analysed fraction is reported here","mixed cellulose ester (MCE)",47,1,"DNA/RNA Shield (Zymo), 2 mL",-80,"within one month of collection","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","not applicable: mesocosm",15,,"decay experiment"
"carboy3_8.0h","52345-759","sample","2024-10-16","1:58",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","mesocosm [ENVO:00003924]","sea water [ENVO:00002149]",1,,,"carboy subsample","seawater collected from a netted enclosure into a 25 L carboy, transported at ambient temperature and held in an environmental chamber at 15 C on a 16 h light cycle with aeration, then subsampled; elapsed time since collection is 8.0 h",2,"L","the three carboys are the biological replicates","carboy 3","Advantec mixed cellulose ester, in a tandem Smith-Root housing stack of 5.0, 1.0 and 0.45 um; only the analysed fraction is reported here","mixed cellulose ester (MCE)",47,1,"DNA/RNA Shield (Zymo), 2 mL",-80,"within one month of collection","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","not applicable: mesocosm",15,,"decay experiment"
"carboy3_11.7h","52345-763","sample","2024-10-16","6:02",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","mesocosm [ENVO:00003924]","sea water [ENVO:00002149]",1,,,"carboy subsample","seawater collected from a netted enclosure into a 25 L carboy, transported at ambient temperature and held in an environmental chamber at 15 C on a 16 h light cycle with aeration, then subsampled; elapsed time since collection is 11.7 h",1.975,"L","the three carboys are the biological replicates","carboy 3","Advantec mixed cellulose ester, in a tandem Smith-Root housing stack of 5.0, 1.0 and 0.45 um; only the analysed fraction is reported here","mixed cellulose ester (MCE)",47,1,"DNA/RNA Shield (Zymo), 2 mL",-80,"within one month of collection","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","not applicable: mesocosm",15,,"decay experiment"
"carboy3_19.7h","52345-768","sample","2024-10-16","14:03",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","mesocosm [ENVO:00003924]","sea water [ENVO:00002149]",1,,,"carboy subsample","seawater collected from a netted enclosure into a 25 L carboy, transported at ambient temperature and held in an environmental chamber at 15 C on a 16 h light cycle with aeration, then subsampled; elapsed time since collection is 19.7 h",1.95,"L","the three carboys are the biological replicates","carboy 3","Advantec mixed cellulose ester, in a tandem Smith-Root housing stack of 5.0, 1.0 and 0.45 um; only the analysed fraction is reported here","mixed cellulose ester (MCE)",47,1,"DNA/RNA Shield (Zymo), 2 mL",-80,"within one month of collection","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","not applicable: mesocosm",15,,"decay experiment"
