"samp_name","materialSampleID","samp_category","eventDate","verbatimEventTime","decimalLatitude","decimalLongitude","verbatimCoordinateSystem","verbatimSRS","geo_loc_name","env_broad_scale","env_local_scale","env_medium","habitat_natural_artificial_0_1","minimumDepthInMeters","maximumDepthInMeters","samp_collect_device","samp_collect_method","samp_size","samp_size_unit","biological_rep_relation","sample_derived_from","filter_name","filter_material","filter_diameter","filter_passive_active_0_1","samp_store_sol","samp_store_temp","samp_store_dur","nucl_acid_ext","nucl_acid_ext_kit","date_ext","samp_vol_we_dna_ext","samp_vol_we_dna_ext_unit","tidal_stage","temp","salinity","dataset"
"52345-560","52345-560","sample","2024-10-16","16:25",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,2,2,"Pufferfish","in situ filtration of seawater",3.002,"L","52345-558 | 52345-559 | 52345-560","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-561","52345-561","sample","2024-10-16","16:48",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,2,2,"Pufferfish","in situ filtration of seawater",3.010333333,"L","52345-561 | 52345-562 | 52345-563 | 52345-564 | 52345-565 | 52345-566","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-562","52345-562","sample","2024-10-16","16:48",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,2,2,"Pufferfish","in situ filtration of seawater",3.010333333,"L","52345-561 | 52345-562 | 52345-563 | 52345-564 | 52345-565 | 52345-566","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-563","52345-563","sample","2024-10-16","16:48",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,2,2,"Pufferfish","in situ filtration of seawater",3.010333333,"L","52345-561 | 52345-562 | 52345-563 | 52345-564 | 52345-565 | 52345-566","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-564","52345-564","sample","2024-10-16","16:58",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,2,2,"Pufferfish","in situ filtration of seawater",3.225,"L","52345-561 | 52345-562 | 52345-563 | 52345-564 | 52345-565 | 52345-566","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-565","52345-565","sample","2024-10-16","16:58",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,2,2,"Pufferfish","in situ filtration of seawater",3.225,"L","52345-561 | 52345-562 | 52345-563 | 52345-564 | 52345-565 | 52345-566","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-566","52345-566","sample","2024-10-16","16:58",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,2,2,"Pufferfish","in situ filtration of seawater",3.225,"L","52345-561 | 52345-562 | 52345-563 | 52345-564 | 52345-565 | 52345-566","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-502","52345-502","sample","2024-10-16","12:15",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,0,0,"Smith Root","in situ filtration of seawater",2.75,"L","52345-502 | 52345-503 | 52345-504","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-503","52345-503","sample","2024-10-16","12:18",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,0,0,"Smith Root","in situ filtration of seawater",2.75,"L","52345-502 | 52345-503 | 52345-504","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-504","52345-504","sample","2024-10-16","12:21",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,0,0,"Smith Root","in situ filtration of seawater",2.45,"L","52345-502 | 52345-503 | 52345-504","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-505","52345-505","sample","2024-10-16","13:54",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,0,0,"Smith Root","in situ filtration of seawater",2.6,"L","52345-505 | 52345-506 | 52345-507","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-506","52345-506","sample","2024-10-16","13:56",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,0,0,"Smith Root","in situ filtration of seawater",2.65,"L","52345-505 | 52345-506 | 52345-507","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-507","52345-507","sample","2024-10-16","13:59",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,0,0,"Smith Root","in situ filtration of seawater",2.75,"L","52345-505 | 52345-506 | 52345-507","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-509","52345-509","sample","2024-10-16","14:46",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,0,0,"Smith Root","in situ filtration of seawater",2.8,"L","52345-509","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-510","52345-510","sample","2024-10-16","15:00",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,0,0,"Smith Root","in situ filtration of seawater",2.8,"L","52345-510 | 52345-511","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-511","52345-511","sample","2024-10-16","15:08",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,0,0,"Smith Root","in situ filtration of seawater",2.8,"L","52345-510 | 52345-511","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-512","52345-512","sample","2024-10-16","16:17",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,0,0,"Smith Root","in situ filtration of seawater",2.8,"L","52345-512","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-513","52345-513","sample","2024-10-16","16:28",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,0,0,"Smith Root","in situ filtration of seawater",2.8,"L","52345-513","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-514","52345-514","sample","2024-10-16","16:39",47.742236,-122.729975,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,0,0,"Smith Root","in situ filtration of seawater",2.8,"L","52345-514","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-651","52345-651","sample","2024-10-16","12:21",47.736441,-122.743206,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,11,11,"Ascension G","in situ filtration of seawater",2.01,"L","52345-651 | 52345-652 | 52345-653","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-652","52345-652","sample","2024-10-16","12:31",47.736441,-122.743206,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,11,11,"Ascension G","in situ filtration of seawater",2,"L","52345-651 | 52345-652 | 52345-653","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-653","52345-653","sample","2024-10-16","12:40",47.736441,-122.743206,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,11,11,"Ascension G","in situ filtration of seawater",2.01,"L","52345-651 | 52345-652 | 52345-653","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-647","52345-647","sample","2024-10-16","11:12",47.736441,-122.743206,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,18,18,"Ascension G","in situ filtration of seawater",1.17,"L","52345-647","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-659","52345-659","sample","2024-10-16","14:01",47.736441,-122.743206,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,18,18,"Ascension G","in situ filtration of seawater",2,"L","52345-659","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-648","52345-648","sample","2024-10-16","11:27",47.736441,-122.743206,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,30,30,"Ascension G","in situ filtration of seawater",2,"L","52345-648","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-620","52345-620","sample","2024-10-16","11:32",47.736441,-122.743206,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,0,0,"Smith Root","in situ filtration of seawater",3,"L","52345-620","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-622","52345-622","sample","2024-10-16","12:30",47.736441,-122.743206,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,0,0,"Smith Root","in situ filtration of seawater",3,"L","52345-622 | 52345-623 | 52345-624","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-623","52345-623","sample","2024-10-16","12:31",47.736441,-122.743206,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,0,0,"Smith Root","in situ filtration of seawater",3,"L","52345-622 | 52345-623 | 52345-624","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-624","52345-624","sample","2024-10-16","12:31",47.736441,-122.743206,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,0,0,"Smith Root","in situ filtration of seawater",3,"L","52345-622 | 52345-623 | 52345-624","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
"52345-625","52345-625","sample","2024-10-16","13:30",47.736441,-122.743206,"decimal degrees","WGS84","USA: Washington, Hood Canal","marine biome [ENVO:00000447]","estuarine fjord [ENVO:00000406]","sea water [ENVO:00002149]",0,0,0,"Smith Root","in situ filtration of seawater",3,"L","52345-625 | 52345-626","not applicable: collected in situ","missing: not provided","missing: not provided",,1,"DNA/RNA Shield (Zymo)",-80,"missing: not provided","Filters thawed in DNA/RNA Shield, incubated 15 min at 37 C with agitation, buffer concentrated from 2 mL to ~400 uL on an Amicon Ultra-15 30 kDa unit (Millipore-Sigma), then coextracted with the Quick-DNA/RNA Miniprep Kit (Zymo Research) with a 30 min proteinase K incubation before binding buffer. The protocol yields two sequential extracts; only the first (DNA1) is analysed here.","Quick-DNA/RNA Miniprep Kit (Zymo Research)","missing: not provided",2,"mL of preservation buffer","missing: not provided",,,"field survey"
