"assay_name","samp_name","technical_rep_id","pcr_plate_id","well_id","detected_notDetected","estimatedNumberOfCopies","estimatedNumberOfCopies_unit","estimatedNumberOfCopies_method","estimatedNumberOfCopies_error","estimatedNumberOfCopies_error_type","quantificationCycle","rfu","positivePartitions","acceptedPartitions","partitionVolumeMicroliters","concentrationInReaction","concentrationInReaction_unit","volumeFilteredLiters","dilutionFactor","dataset"
"Tt_16S","52345-544",2,"dPB134","F06","detected",192.534695253173,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",18,20160,0.00085,1.050889373,"copies/uL",3.002,1,"field survey"
"Tt_16S","52345-544",3,"dPB134","F10","detected",177.785406812133,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",16,19406,0.00085,0.970385075,"copies/uL",3.002,1,"field survey"
"Tt_16S","52345-545",1,"dPB133","B02","detected",707.732372368451,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",74,22574,0.00085,3.862931967,"copies/uL",3.002,1,"field survey"
"Tt_16S","52345-545",2,"dPB133","B06","detected",651.545869203892,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",63,20873,0.00085,3.556255817,"copies/uL",3.002,1,"field survey"
"Tt_16S","52345-545",3,"dPB133","B10","detected",788.512649333811,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",82,22456,0.00085,4.303845406,"copies/uL",3.002,1,"field survey"
"Tt_16S","52345-546",1,"dPB134","E03","detected",679.954489092093,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",64,20286,0.00085,3.717496634,"copies/uL",3.007,1,"field survey"
"Tt_16S","52345-546",2,"dPB134","E07","detected",713.258948021258,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",73,22060,0.00085,3.899581194,"copies/uL",3.007,1,"field survey"
"Tt_16S","52345-546",3,"dPB134","E11","detected",669.313710059836,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",63,20286,0.00085,3.659320593,"copies/uL",3.007,1,"field survey"
"Tt_16S","52345-547",1,"dPB133","F04","detected",81.9398044230099,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",8,21013,0.00085,0.447987258,"copies/uL",3.007,1,"field survey"
"Tt_16S","52345-547",2,"dPB133","F08","detected",80.2402083970706,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",8,21458,0.00085,0.438695103,"copies/uL",3.007,1,"field survey"
