"Fold","sigma_tech","lo95","hi95"
"1+2",0.466833166074204,0.392882763474983,0.557432791558456
"1+3",0.405300798242305,0.339869256784984,0.48561015569439
"2+3",0.439673023721097,0.372449768586331,0.521193545530474
