"locus","mean","se_mean","sd","X2.5.","X50.","X97.5.","n_eff","Rhat"
"DNA_Cytb",0.55052283980901,0.000884124418349838,0.030985789247618,0.494670163483326,0.54966738929992,0.615520413177587,1228.28275540644,1.00228565242996
"DNA_16S",0.55052283980901,0.000884124418349838,0.030985789247618,0.494670163483326,0.54966738929992,0.615520413177587,1228.28275540644,1.00228565242996
"DNA_Dloop",0.55052283980901,0.000884124418349838,0.030985789247618,0.494670163483326,0.54966738929992,0.615520413177587,1228.28275540644,1.00228565242996
"DNA_Bridge",0.55052283980901,0.000884124418349838,0.030985789247618,0.494670163483326,0.54966738929992,0.615520413177587,1228.28275540644,1.00228565242996
