"plate","well","sample","id","bio_rep","station","Instrument","depth","depthbin","time_collected","filter_start_time","time_min","vol","dilution","assay","marker","rep","extract","conc_machine","accepted","positives","negatives","log_offset"
"dPB133","D04","52345-532",532,2,"Husbandry Area","Pufferfish",2,"2 m",1130,1130,690,3.002666667,1,"DL/16S duplex","Tt_16S",1,"DNA1",6.842707634,20002,116,19886,-12.2806917038662
"dPB133","D08","52345-532",532,2,"Husbandry Area","Pufferfish",2,"2 m",1130,1130,690,3.002666667,1,"DL/16S duplex","Tt_16S",2,"DNA1",7.394405842,19312,121,19191,-12.2806917038662
"dPB133","D12","52345-532",532,2,"Husbandry Area","Pufferfish",2,"2 m",1130,1130,690,3.002666667,1,"DL/16S duplex","Tt_16S",3,"DNA1",6.82373476,17118,99,17019,-12.2806917038662
"dPB133","D04","52345-532",532,2,"Husbandry Area","Pufferfish",2,"2 m",1130,1130,690,3.002666667,1,"DL/16S duplex","Tt_DLL1",1,"DNA1",7.19772625,20002,122,19880,-12.2806917038662
"dPB133","D08","52345-532",532,2,"Husbandry Area","Pufferfish",2,"2 m",1130,1130,690,3.002666667,1,"DL/16S duplex","Tt_DLL1",2,"DNA1",7.210510731,19312,118,19194,-12.2806917038662
"dPB133","D12","52345-532",532,2,"Husbandry Area","Pufferfish",2,"2 m",1130,1130,690,3.002666667,1,"DL/16S duplex","Tt_DLL1",3,"DNA1",6.547259331,17118,95,17023,-12.2806917038662
"dPB133","D04","52345-532",532,2,"Husbandry Area","Pufferfish",2,"2 m",1130,1130,690,3.002666667,1,"DL/16S duplex","Tt_longFrag",1,"DNA1",2.313363662,20002,39,19963,-12.2806917038662
"dPB133","D08","52345-532",532,2,"Husbandry Area","Pufferfish",2,"2 m",1130,1130,690,3.002666667,1,"DL/16S duplex","Tt_longFrag",2,"DNA1",1.722876669,19312,28,19284,-12.2806917038662
"dPB133","D12","52345-532",532,2,"Husbandry Area","Pufferfish",2,"2 m",1130,1130,690,3.002666667,1,"DL/16S duplex","Tt_longFrag",3,"DNA1",2.163495292,17118,31,17087,-12.2806917038662
"dPB125","D02","52345-532",532,2,"Husbandry Area","Pufferfish",2,"2 m",1130,1130,690,3.002666667,1,"Cytb monoplex","cytb",1,"DNA1",10.4462985992432,20475,181,20294,-12.2806917038662
"dPB125","D06","52345-532",532,2,"Husbandry Area","Pufferfish",2,"2 m",1130,1130,690,3.002666667,1,"Cytb monoplex","cytb",2,"DNA1",10.6058969497681,18274,164,18110,-12.2806917038662
"dPB125","D10","52345-532",532,2,"Husbandry Area","Pufferfish",2,"2 m",1130,1130,690,3.002666667,1,"Cytb monoplex","cytb",3,"DNA1",11.4724454879761,21331,207,21124,-12.2806917038662
"dPB134","C02","52345-533",533,3,"Husbandry Area","Pufferfish",2,"2 m",1130,1130,690,3.002666667,1,"DL/16S duplex","Tt_16S",1,"DNA1",6.009227276,17665,90,17575,-12.2806917038662
"dPB134","C06","52345-533",533,3,"Husbandry Area","Pufferfish",2,"2 m",1130,1130,690,3.002666667,1,"DL/16S duplex","Tt_16S",2,"DNA1",6.265999317,18449,98,18351,-12.2806917038662
"dPB134","C10","52345-533",533,3,"Husbandry Area","Pufferfish",2,"2 m",1130,1130,690,3.002666667,1,"DL/16S duplex","Tt_16S",3,"DNA1",5.30698204,19330,87,19243,-12.2806917038662
"dPB134","C02","52345-533",533,3,"Husbandry Area","Pufferfish",2,"2 m",1130,1130,690,3.002666667,1,"DL/16S duplex","Tt_DLL1",1,"DNA1",5.674574375,17665,85,17580,-12.2806917038662
"dPB134","C06","52345-533",533,3,"Husbandry Area","Pufferfish",2,"2 m",1130,1130,690,3.002666667,1,"DL/16S duplex","Tt_DLL1",2,"DNA1",5.88140583,18449,92,18357,-12.2806917038662
"dPB134","C10","52345-533",533,3,"Husbandry Area","Pufferfish",2,"2 m",1130,1130,690,3.002666667,1,"DL/16S duplex","Tt_DLL1",3,"DNA1",5.673865318,19330,93,19237,-12.2806917038662
"dPB134","C02","52345-533",533,3,"Husbandry Area","Pufferfish",2,"2 m",1130,1130,690,3.002666667,1,"DL/16S duplex","Tt_longFrag",1,"DNA1",0.837242968,17665,13,17652,-12.2806917038662
"dPB134","C06","52345-533",533,3,"Husbandry Area","Pufferfish",2,"2 m",1130,1130,690,3.002666667,1,"DL/16S duplex","Tt_longFrag",2,"DNA1",1.308708711,18449,21,18428,-12.2806917038662
"dPB134","C10","52345-533",533,3,"Husbandry Area","Pufferfish",2,"2 m",1130,1130,690,3.002666667,1,"DL/16S duplex","Tt_longFrag",3,"DNA1",0.887795885,19330,15,19315,-12.2806917038662
"dPB126","C02","52345-533",533,3,"Husbandry Area","Pufferfish",2,"2 m",1130,1130,690,3.002666667,1,"Cytb monoplex","cytb",1,"DNA1",7.97687482833862,20718,140,20578,-12.2806917038662
"dPB126","C06","52345-533",533,3,"Husbandry Area","Pufferfish",2,"2 m",1130,1130,690,3.002666667,1,"Cytb monoplex","cytb",2,"DNA1",7.44054698944092,19034,120,18914,-12.2806917038662
"dPB126","C10","52345-533",533,3,"Husbandry Area","Pufferfish",2,"2 m",1130,1130,690,3.002666667,1,"Cytb monoplex","cytb",3,"DNA1",6.92766523361206,21120,124,20996,-12.2806917038662
"dPB133","A04","52345-534",534,2,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_16S",1,"DNA1",4.634985924,18820,74,18746,-12.2760400175522
"dPB133","A08","52345-534",534,2,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_16S",2,"DNA1",4.641438961,17778,70,17708,-12.2760400175522
"dPB133","A12","52345-534",534,2,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_16S",3,"DNA1",2.207952976,17600,33,17567,-12.2760400175522
"dPB133","A04","52345-534",534,2,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_DLL1",1,"DNA1",4.6977458,18820,75,18745,-12.2760400175522
"dPB133","A08","52345-534",534,2,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_DLL1",2,"DNA1",4.44214344,17778,67,17711,-12.2760400175522
"dPB133","A12","52345-534",534,2,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_DLL1",3,"DNA1",3.279968977,17600,49,17551,-12.2760400175522
"dPB133","A04","52345-534",534,2,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_longFrag",1,"DNA1",1.357606228,18820,22,18798,-12.2760400175522
"dPB133","A08","52345-534",534,2,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_longFrag",2,"DNA1",0.975581293,17778,15,17763,-12.2760400175522
"dPB133","A12","52345-534",534,2,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_longFrag",3,"DNA1",0.528736778,17600,8,17592,-12.2760400175522
"dPB125","A02","52345-534",534,2,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"Cytb monoplex","cytb",1,"DNA1",5.86564779281616,20107,100,20007,-12.2760400175522
"dPB125","A06","52345-534",534,2,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"Cytb monoplex","cytb",2,"DNA1",5.25120782852173,20433,91,20342,-12.2760400175522
"dPB125","A10","52345-534",534,2,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"Cytb monoplex","cytb",3,"DNA1",7.20752143859863,21121,129,20992,-12.2760400175522
"dPB133","B04","52345-535",535,1,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_16S",1,"DNA1",1.244020939,18924,20,18904,-12.2760400175522
"dPB133","B08","52345-535",535,1,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_16S",2,"DNA1",1.678274989,21045,30,21015,-12.2760400175522
"dPB133","B12","52345-535",535,1,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_16S",3,"DNA1",1.282574534,20191,22,20169,-12.2760400175522
"dPB133","B04","52345-535",535,1,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_DLL1",1,"DNA1",0.932892382,18924,15,18909,-12.2760400175522
"dPB133","B08","52345-535",535,1,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_DLL1",2,"DNA1",0.950728476,21045,17,21028,-12.2760400175522
"dPB133","B12","52345-535",535,1,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_DLL1",3,"DNA1",0.874330938,20191,15,20176,-12.2760400175522
"dPB133","B04","52345-535",535,1,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_longFrag",1,"DNA1",0.247713241,18924,4,18920,-12.2760400175522
"dPB133","B08","52345-535",535,1,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_longFrag",2,"DNA1",0.222276735,21045,4,21041,-12.2760400175522
"dPB133","B12","52345-535",535,1,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_longFrag",3,"DNA1",0.115587523,20191,2,20189,-12.2760400175522
"dPB125","B02","52345-535",535,1,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"Cytb monoplex","cytb",1,"DNA1",1.4437267780304,21200,26,21174,-12.2760400175522
"dPB125","B06","52345-535",535,1,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"Cytb monoplex","cytb",2,"DNA1",1.68624877929688,18851,27,18824,-12.2760400175522
"dPB125","B10","52345-535",535,1,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"Cytb monoplex","cytb",3,"DNA1",1.61034858226776,21201,29,21172,-12.2760400175522
"dPB134","A03","52345-536",536,3,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_16S",1,"DNA1",1.304493666,22559,25,22534,-12.2760400175522
"dPB134","A07","52345-536",536,3,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_16S",2,"DNA1",1.145780087,21573,21,21552,-12.2760400175522
"dPB134","A11","52345-536",536,3,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_16S",3,"DNA1",1.392899394,21128,25,21103,-12.2760400175522
"dPB134","A03","52345-536",536,3,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_DLL1",1,"DNA1",0.991283298,22559,19,22540,-12.2760400175522
"dPB134","A07","52345-536",536,3,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_DLL1",2,"DNA1",1.364150405,21573,25,21548,-12.2760400175522
"dPB134","A11","52345-536",536,3,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_DLL1",3,"DNA1",0.946992099,21128,17,21111,-12.2760400175522
"dPB134","A03","52345-536",536,3,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_longFrag",1,"DNA1",0.468352606,22559,9,22550,-12.2760400175522
"dPB134","A07","52345-536",536,3,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_longFrag",2,"DNA1",0.435028465,21573,8,21565,-12.2760400175522
"dPB134","A11","52345-536",536,3,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"DL/16S duplex","Tt_longFrag",3,"DNA1",0.500133271,21128,9,21119,-12.2760400175522
"dPB127","A01","52345-536",536,3,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"Cytb monoplex","cytb",1,"DNA1",1.83099377155304,20577,32,20545,-12.2760400175522
"dPB127","A05","52345-536",536,3,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"Cytb monoplex","cytb",2,"DNA1",1.44114196300507,21238,26,21212,-12.2760400175522
"dPB127","A09","52345-536",536,3,"Husbandry Area","Pufferfish",2,"2 m",1200,1200,720,3.016666667,1,"Cytb monoplex","cytb",3,"DNA1",1.35417544841766,19124,22,19102,-12.2760400175522
"dPB133","A02","52345-537",537,1,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_16S",1,"DNA1",0,19342,0,19342,-12.2791387364992
"dPB133","A06","52345-537",537,1,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_16S",2,"DNA1",0.158578902,22258,3,22255,-12.2791387364992
"dPB133","A10","52345-537",537,1,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_16S",3,"DNA1",0.103172027,22807,2,22805,-12.2791387364992
"dPB133","A02","52345-537",537,1,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_DLL1",1,"DNA1",0,19342,0,19342,-12.2791387364992
"dPB133","A06","52345-537",537,1,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_DLL1",2,"DNA1",0.158578902,22258,3,22255,-12.2791387364992
"dPB133","A10","52345-537",537,1,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_DLL1",3,"DNA1",0.051584881,22807,1,22806,-12.2791387364992
"dPB133","A02","52345-537",537,1,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_longFrag",1,"DNA1",0,19342,0,19342,-12.2791387364992
"dPB133","A06","52345-537",537,1,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_longFrag",2,"DNA1",0.052835892,22258,1,22257,-12.2791387364992
"dPB133","A10","52345-537",537,1,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_longFrag",3,"DNA1",0,22807,0,22807,-12.2791387364992
"dPB124","A02","52345-537",537,1,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"Cytb monoplex","cytb",1,"DNA1",0.16250716149807,21720,3,21717,-12.2791387364992
"dPB124","A06","52345-537",537,1,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"Cytb monoplex","cytb",2,"DNA1",0.053799957036972,21868,1,21867,-12.2791387364992
"dPB124","A10","52345-537",537,1,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"Cytb monoplex","cytb",3,"DNA1",0.0523865334689617,22458,1,22457,-12.2791387364992
"dPB134","A01","52345-538",538,2,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_16S",1,"DNA1",0.189107716,18665,3,18662,-12.2791387364992
"dPB134","A05","52345-538",538,2,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_16S",2,"DNA1",0.118949555,19782,2,19780,-12.2791387364992
"dPB134","A09","52345-538",538,2,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_16S",3,"DNA1",0.218421087,21547,4,21543,-12.2791387364992
"dPB134","A01","52345-538",538,2,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_DLL1",1,"DNA1",0.189107716,18665,3,18662,-12.2791387364992
"dPB134","A05","52345-538",538,2,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_DLL1",2,"DNA1",0,19782,0,19782,-12.2791387364992
"dPB134","A09","52345-538",538,2,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_DLL1",3,"DNA1",0,21547,0,21547,-12.2791387364992
"dPB134","A01","52345-538",538,2,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_longFrag",1,"DNA1",0,18665,0,18665,-12.2791387364992
"dPB134","A05","52345-538",538,2,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_longFrag",2,"DNA1",0,19782,0,19782,-12.2791387364992
"dPB134","A09","52345-538",538,2,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_longFrag",3,"DNA1",0,21547,0,21547,-12.2791387364992
"dPB126","A01","52345-538",538,2,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"Cytb monoplex","cytb",1,"DNA1",0.305537104606628,19255,5,19250,-12.2791387364992
"dPB126","A05","52345-538",538,2,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"Cytb monoplex","cytb",2,"DNA1",0.292152911424637,20137,5,20132,-12.2791387364992
"dPB126","A09","52345-538",538,2,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"Cytb monoplex","cytb",3,"DNA1",0.321220636367798,21978,6,21972,-12.2791387364992
"dPB134","E02","52345-539",539,3,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_16S",1,"DNA1",0.0578986,20320,1,20319,-12.2791387364992
"dPB134","E06","52345-539",539,3,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_16S",2,"DNA1",0,20178,0,20178,-12.2791387364992
"dPB134","E10","52345-539",539,3,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_16S",3,"DNA1",0,22174,0,22174,-12.2791387364992
"dPB134","E02","52345-539",539,3,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_DLL1",1,"DNA1",0,20320,0,20320,-12.2791387364992
"dPB134","E06","52345-539",539,3,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_DLL1",2,"DNA1",0.058306061,20178,1,20177,-12.2791387364992
"dPB134","E10","52345-539",539,3,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_DLL1",3,"DNA1",0.159179688,22174,3,22171,-12.2791387364992
"dPB134","E02","52345-539",539,3,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_longFrag",1,"DNA1",0,20320,0,20320,-12.2791387364992
"dPB134","E06","52345-539",539,3,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_longFrag",2,"DNA1",0,20178,0,20178,-12.2791387364992
"dPB134","E10","52345-539",539,3,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"DL/16S duplex","Tt_longFrag",3,"DNA1",0,22174,0,22174,-12.2791387364992
"dPB126","E02","52345-539",539,3,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"Cytb monoplex","cytb",1,"DNA1",0.116165943443775,20256,2,20254,-12.2791387364992
"dPB126","E06","52345-539",539,3,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"Cytb monoplex","cytb",2,"DNA1",0.0575924888253212,20428,1,20427,-12.2791387364992
"dPB126","E10","52345-539",539,3,"Husbandry Area","Pufferfish",2,"2 m",1234,1234,754,3.007333333,1,"Cytb monoplex","cytb",3,"DNA1",0.0549047030508518,21428,1,21427,-12.2791387364992
"dPB134","F03","52345-540",540,1,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_16S",1,"DNA1",2.053904295,21212,37,21175,-12.279803998748
"dPB134","F07","52345-540",540,1,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_16S",2,"DNA1",1.398383379,21887,26,21861,-12.279803998748
"dPB134","F11","52345-540",540,1,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_16S",3,"DNA1",1.059777379,19991,18,19973,-12.279803998748
"dPB134","F03","52345-540",540,1,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_DLL1",1,"DNA1",1.109773278,21212,20,21192,-12.279803998748
"dPB134","F07","52345-540",540,1,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_DLL1",2,"DNA1",0.967934489,21887,18,21869,-12.279803998748
"dPB134","F11","52345-540",540,1,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_DLL1",3,"DNA1",1.059777379,19991,18,19973,-12.279803998748
"dPB134","F03","52345-540",540,1,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_longFrag",1,"DNA1",0.16446414,21212,3,21209,-12.279803998748
"dPB134","F07","52345-540",540,1,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_longFrag",2,"DNA1",0.321406698,21887,6,21881,-12.279803998748
"dPB134","F11","52345-540",540,1,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_longFrag",3,"DNA1",0.175609342,19991,3,19988,-12.279803998748
"dPB127","F01","52345-540",540,1,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"Cytb monoplex","cytb",1,"DNA1",2.01228976249695,20480,35,20445,-12.279803998748
"dPB127","F05","52345-540",540,1,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"Cytb monoplex","cytb",2,"DNA1",1.25577557086945,21559,23,21536,-12.279803998748
"dPB127","F09","52345-540",540,1,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"Cytb monoplex","cytb",3,"DNA1",1.14530205726624,21582,21,21561,-12.279803998748
"dPB133","C04","52345-541",541,2,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_16S",1,"DNA1",3.011471272,19167,49,19118,-12.279803998748
"dPB133","C08","52345-541",541,2,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_16S",2,"DNA1",2.203407764,19774,37,19737,-12.279803998748
"dPB133","C12","52345-541",541,2,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_16S",3,"DNA1",1.714584112,19913,29,19884,-12.279803998748
"dPB133","C04","52345-541",541,2,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_DLL1",1,"DNA1",1.65842855,19167,27,19140,-12.279803998748
"dPB133","C08","52345-541",541,2,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_DLL1",2,"DNA1",2.322628498,19774,39,19735,-12.279803998748
"dPB133","C12","52345-541",541,2,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_DLL1",3,"DNA1",2.010454655,19913,34,19879,-12.279803998748
"dPB133","C04","52345-541",541,2,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_longFrag",1,"DNA1",0.425500236,19167,7,19160,-12.279803998748
"dPB133","C08","52345-541",541,2,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_longFrag",2,"DNA1",0.471719531,19774,8,19766,-12.279803998748
"dPB133","C12","52345-541",541,2,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_longFrag",3,"DNA1",0.233419878,19913,4,19909,-12.279803998748
"dPB125","C02","52345-541",541,2,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"Cytb monoplex","cytb",1,"DNA1",3.4507155418396,21169,62,21107,-12.279803998748
"dPB125","C06","52345-541",541,2,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"Cytb monoplex","cytb",2,"DNA1",3.32709217071533,20538,58,20480,-12.279803998748
"dPB125","C10","52345-541",541,2,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"Cytb monoplex","cytb",3,"DNA1",3.19095253944397,21413,58,21355,-12.279803998748
"dPB134","H01","52345-542",542,3,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_16S",1,"DNA1",1.355347037,19976,23,19953,-12.279803998748
"dPB134","H05","52345-542",542,3,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_16S",2,"DNA1",0.856424689,20613,15,20598,-12.279803998748
"dPB134","H09","52345-542",542,3,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_16S",3,"DNA1",0.455246419,20678,8,20670,-12.279803998748
"dPB134","H01","52345-542",542,3,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_DLL1",1,"DNA1",0.824807882,19976,14,19962,-12.279803998748
"dPB134","H05","52345-542",542,3,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_DLL1",2,"DNA1",1.027784467,20613,18,20595,-12.279803998748
"dPB134","H09","52345-542",542,3,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_DLL1",3,"DNA1",0.398331016,20678,7,20671,-12.279803998748
"dPB134","H01","52345-542",542,3,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_longFrag",1,"DNA1",0.470298273,19976,8,19968,-12.279803998748
"dPB134","H05","52345-542",542,3,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_longFrag",2,"DNA1",0.113406288,20613,2,20611,-12.279803998748
"dPB134","H09","52345-542",542,3,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"DL/16S duplex","Tt_longFrag",3,"DNA1",0.056742082,20678,1,20677,-12.279803998748
"dPB126","H01","52345-542",542,3,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"Cytb monoplex","cytb",1,"DNA1",1.15803360939026,19312,19,19293,-12.279803998748
"dPB126","H05","52345-542",542,3,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"Cytb monoplex","cytb",2,"DNA1",1.09828972816467,20362,19,20343,-12.279803998748
"dPB126","H09","52345-542",542,3,"Husbandry Area","Pufferfish",2,"2 m",1300,1300,780,3.005333333,1,"Cytb monoplex","cytb",3,"DNA1",1.86011695861816,22154,35,22119,-12.279803998748
