Extraction,Number,PCR_rep,Timepoint,Timepoint_name,Carboy,Time_sampled,Hours_base,Days_base,Component,Filter,Marker,Filt_mL,Control,Reaction,Dilution,ddPCR_copies_ul_well,Positive_droplets,Negative_droplets,copies_ul_extract,copies_mL
52345-763,763,1,3,8h,3,6:02,11.7,0.49,DNA,5,16S,1975,FALSE,Monoplex,1,0.827820301,15,21310,9.106023311,0.230532236
52345-763,763,5,3,8h,3,6:02,11.7,0.49,DNA,5,16S,1975,FALSE,Duplex,1,0.86291045,16,21806,9.492014945,0.240304176
52345-763,763,2,3,8h,3,6:02,11.7,0.49,DNA,5,16S,1975,FALSE,Monoplex,1,0.910767555,17,21951,10.01844311,0.253631471
52345-763,763,4,3,8h,3,6:02,11.7,0.49,DNA,5,16S,1975,FALSE,Duplex,1,1.111100912,21,22225,12.22211003,0.309420507
52345-763,763,3,3,8h,3,6:02,11.7,0.49,DNA,5,16S,1975,FALSE,Duplex,1,1.290343404,24,21870,14.19377744,0.359336138
52345-763,763,1,3,8h,3,6:02,11.7,0.49,DNA,5,Dloop,1975,FALSE,Duplex,1,1.344138503,25,21869,14.78552353,0.374317051
52345-763,763,2,3,8h,3,6:02,11.7,0.49,DNA,5,Cytb,1975,FALSE,Monoplex,1,1.56172514,27,20326,17.17897654,0.434910798
52345-763,763,1,3,8h,3,6:02,11.7,0.49,DNA,5,Cytb,1975,FALSE,Monoplex,1,2.674590826,46,20211,29.42049909,0.744822762
52345-763,763,1,3,8h,3,6:02,11.7,0.49,RNA,5,16S,1975,FALSE,Monoplex,0.1,0.323058287,6,21847,35.53641157,0.899655989
52345-763,763,2,3,8h,3,6:02,11.7,0.49,Carryover,5,Cytb,1975,FALSE,Monoplex,1,3.701092482,70,22216,40.7120173,1.030683982
52345-763,763,1,3,8h,3,6:02,11.7,0.49,Carryover,5,Cytb,1975,FALSE,Monoplex,1,3.7709198,68,21181,41.4801178,1.050129565
52345-763,763,2,3,8h,3,6:02,11.7,0.49,RNA,5,16S,1975,FALSE,Monoplex,0.1,0.427496552,8,22012,47.02462072,1.190496727
52345-766,766,2,4,16h,1,13:38,19.3,0.8,DNA,5,Bridge,2000,FALSE,Duplex,1,0.115194344,2,20231,1.267137787,0.031678445
52345-766,766,1,4,16h,1,13:38,19.3,0.8,DNA,5,Bridge,2000,FALSE,Duplex,1,0.118041926,2,19823,1.298461191,0.03246153
52345-766,766,3,4,16h,1,13:38,19.3,0.8,DNA,5,Bridge,2000,FALSE,Duplex,1,0.121424136,2,19103,1.335665497,0.033391637
52345-766,766,1,4,16h,1,13:38,19.3,0.8,DNA,5,Dloop,2000,FALSE,Duplex,1,0.415472776,7,19818,4.570200536,0.114255013
52345-766,766,2,4,16h,1,13:38,19.3,0.8,RNA,5,16S,2000,FALSE,Monoplex,0.1,0.055880047,1,21053,6.14680517,0.153670129
52345-766,766,1,4,16h,1,13:38,19.3,0.8,RNA,5,16S,2000,FALSE,Monoplex,0.1,0.056195008,1,20935,6.18145088,0.154536272
52345-766,766,2,4,16h,1,13:38,19.3,0.8,DNA,5,Dloop,2000,FALSE,Duplex,1,0.930706024,16,20217,10.23776626,0.255944157
52345-766,766,3,4,16h,1,13:38,19.3,0.8,DNA,5,Dloop,2000,FALSE,Duplex,1,1.232228994,20,19085,13.55451894,0.338862973
52345-766,766,4,4,16h,1,13:38,19.3,0.8,DNA,5,16S,2000,FALSE,Duplex,1,1.396335363,24,20209,15.35968899,0.383992225
52345-766,766,2,4,16h,1,13:38,19.3,0.8,DNA,5,16S,2000,FALSE,Monoplex,1,1.435964584,19,15557,15.79561042,0.394890261
52345-766,766,5,4,16h,1,13:38,19.3,0.8,DNA,5,16S,2000,FALSE,Duplex,1,1.663814306,27,19078,18.30195737,0.457548934
52345-766,766,3,4,16h,1,13:38,19.3,0.8,DNA,5,16S,2000,FALSE,Duplex,1,1.841065884,31,19794,20.25172472,0.506293118
52345-766,766,1,4,16h,1,13:38,19.3,0.8,DNA,5,16S,2000,FALSE,Monoplex,1,2.300858736,44,22476,25.3094461,0.632736152
52345-766,766,1,4,16h,1,13:38,19.3,0.8,DNA,5,Cytb,2000,FALSE,Monoplex,1,5.349061489,100,21944,58.83967638,1.470991909
52345-766,766,2,4,16h,1,13:38,19.3,0.8,DNA,5,Cytb,2000,FALSE,Monoplex,1,7.99454546,144,21119,87.94000006,2.198500002
52345-766,766,1,4,16h,1,13:38,19.3,0.8,Carryover,5,Cytb,2000,FALSE,Monoplex,1,24.38624954,443,21151,268.2487449,6.706218624
52345-766,766,2,4,16h,1,13:38,19.3,0.8,Carryover,5,Cytb,2000,FALSE,Monoplex,1,25.2858448,454,20897,278.1442928,6.95360732
52345-769,769,1,4,16h,4,14:11,19.9,0.83,Carryover,5,Cytb,2000,TRUE,Monoplex,1,0,0,21843,0,0
52345-769,769,2,4,16h,4,14:11,19.9,0.83,Carryover,5,Cytb,2000,TRUE,Monoplex,1,0,0,20486,0,0
52345-769,769,1,4,16h,4,14:11,19.9,0.83,DNA,5,Bridge,2000,TRUE,Duplex,1,0,0,22415,0,0
52345-769,769,2,4,16h,4,14:11,19.9,0.83,DNA,5,Bridge,2000,TRUE,Duplex,1,0,0,21552,0,0
52345-769,769,3,4,16h,4,14:11,19.9,0.83,DNA,5,Bridge,2000,TRUE,Duplex,1,0,0,21810,0,0
52345-769,769,1,4,16h,4,14:11,19.9,0.83,DNA,5,16S,2000,TRUE,Monoplex,1,0,0,21616,0,0
52345-769,769,2,4,16h,4,14:11,19.9,0.83,DNA,5,16S,2000,TRUE,Monoplex,1,0,0,20461,0,0
52345-769,769,3,4,16h,4,14:11,19.9,0.83,DNA,5,16S,2000,TRUE,Duplex,1,0,0,22415,0,0
52345-769,769,4,4,16h,4,14:11,19.9,0.83,DNA,5,16S,2000,TRUE,Duplex,1,0,0,21552,0,0
52345-769,769,5,4,16h,4,14:11,19.9,0.83,DNA,5,16S,2000,TRUE,Duplex,1,0,0,21810,0,0
52345-769,769,1,4,16h,4,14:11,19.9,0.83,DNA,5,Cytb,2000,TRUE,Monoplex,1,0,0,21208,0,0
52345-769,769,2,4,16h,4,14:11,19.9,0.83,DNA,5,Cytb,2000,TRUE,Monoplex,1,0,0,20235,0,0
52345-769,769,1,4,16h,4,14:11,19.9,0.83,DNA,5,Dloop,2000,TRUE,Duplex,1,0,0,22415,0,0
52345-769,769,2,4,16h,4,14:11,19.9,0.83,DNA,5,Dloop,2000,TRUE,Duplex,1,0,0,21552,0,0
52345-769,769,3,4,16h,4,14:11,19.9,0.83,DNA,5,Dloop,2000,TRUE,Duplex,1,0,0,21810,0,0
52345-769,769,1,4,16h,4,14:11,19.9,0.83,RNA,5,16S,2000,TRUE,Monoplex,0.1,0,0,22018,0,0
52345-769,769,2,4,16h,4,14:11,19.9,0.83,RNA,5,16S,2000,TRUE,Monoplex,0.1,0,0,19607,0,0
52345-767,767,2,4,16h,2,13:49,19.4,0.81,RNA,5,16S,2000,FALSE,Monoplex,0.1,0,0,21498,0,0
52345-767,767,3,4,16h,2,13:49,19.4,0.81,DNA,5,Bridge,2000,FALSE,Duplex,1,0.061894551,1,18952,0.680840063,0.017021002
52345-767,767,1,4,16h,2,13:49,19.4,0.81,DNA,5,Bridge,2000,FALSE,Duplex,1,0.106873858,2,21979,1.175612442,0.029390311
52345-767,767,2,4,16h,2,13:49,19.4,0.81,DNA,5,Bridge,2000,FALSE,Duplex,1,0.126904613,2,18520,1.395950746,0.034898769
52345-767,767,3,4,16h,2,13:49,19.4,0.81,DNA,5,Dloop,2000,FALSE,Duplex,1,0.310406208,5,18948,3.414468288,0.085361707
52345-767,767,2,4,16h,2,13:49,19.4,0.81,DNA,5,Dloop,2000,FALSE,Duplex,1,0.317630231,5,18517,3.493932541,0.087348314
52345-767,767,1,4,16h,2,13:49,19.4,0.81,DNA,5,Dloop,2000,FALSE,Duplex,1,0.321176797,6,21975,3.532944767,0.088323619
52345-767,767,4,4,16h,2,13:49,19.4,0.81,DNA,5,16S,2000,FALSE,Duplex,1,0.508249521,8,18514,5.590744731,0.139768618
52345-767,767,1,4,16h,2,13:49,19.4,0.81,RNA,5,16S,2000,FALSE,Monoplex,0.1,0.055671151,1,21132,6.12382661,0.153095665
52345-767,767,1,4,16h,2,13:49,19.4,0.81,DNA,5,16S,2000,FALSE,Monoplex,1,0.630738497,11,20512,6.938123467,0.173453087
52345-767,767,3,4,16h,2,13:49,19.4,0.81,DNA,5,16S,2000,FALSE,Duplex,1,0.642441273,12,21969,7.066854003,0.17667135
52345-767,767,5,4,16h,2,13:49,19.4,0.81,DNA,5,16S,2000,FALSE,Duplex,1,0.683001816,11,18942,7.513019979,0.187825499
52345-767,767,2,4,16h,2,13:49,19.4,0.81,DNA,5,16S,2000,FALSE,Monoplex,1,0.878553212,15,20079,9.664085332,0.241602133
52345-767,767,2,4,16h,2,13:49,19.4,0.81,DNA,5,Cytb,2000,FALSE,Monoplex,1,3.014836073,55,21435,33.1631968,0.82907992
52345-767,767,1,4,16h,2,13:49,19.4,0.81,DNA,5,Cytb,2000,FALSE,Monoplex,1,3.547930241,64,21190,39.02723265,0.975680816
52345-767,767,1,4,16h,2,13:49,19.4,0.81,Carryover,5,Cytb,2000,FALSE,Monoplex,1,9.939928055,177,20861,109.3392086,2.733480215
52345-767,767,2,4,16h,2,13:49,19.4,0.81,Carryover,5,Cytb,2000,FALSE,Monoplex,1,11.47949123,205,20907,126.2744035,3.156860088
52345-770,770,3,5,24h,1,21:29,27.2,1.13,DNA,5,Bridge,1950,FALSE,Duplex,1,0,0,21211,0,0
52345-768,768,1,4,16h,3,14:03,19.7,0.82,RNA,5,16S,1950,FALSE,Monoplex,0.1,0,0,22329,0,0
52345-770,770,1,5,24h,1,21:29,27.2,1.13,RNA,5,16S,1950,FALSE,Monoplex,0.1,0,0,21669,0,0
52345-770,770,2,5,24h,1,21:29,27.2,1.13,RNA,5,16S,1950,FALSE,Monoplex,0.1,0,0,22412,0,0
52345-770,770,2,5,24h,1,21:29,27.2,1.13,DNA,5,Bridge,1950,FALSE,Duplex,1,0.053406207,1,21958,0.587468278,0.015063289
52345-768,768,3,4,16h,3,14:03,19.7,0.82,DNA,5,Bridge,1950,FALSE,Duplex,1,0.105540579,2,22229,1.160946373,0.029767856
52345-770,770,5,5,24h,1,21:29,27.2,1.13,DNA,5,16S,1950,FALSE,Duplex,1,0.110935465,2,21209,1.22029011,0.03128949
52345-770,770,3,5,24h,1,21:29,27.2,1.13,DNA,5,Dloop,1950,FALSE,Duplex,1,0.110935465,2,21209,1.22029011,0.03128949
52345-768,768,2,4,16h,3,14:03,19.7,0.82,DNA,5,Bridge,1950,FALSE,Duplex,1,0.111491922,2,20948,1.226411143,0.03144644
52345-768,768,1,4,16h,3,14:03,19.7,0.82,DNA,5,Bridge,1950,FALSE,Duplex,1,0.178256962,3,19760,1.960826584,0.050277605
52345-770,770,1,5,24h,1,21:29,27.2,1.13,DNA,5,Bridge,1950,FALSE,Duplex,1,0.200887056,4,23406,2.209757618,0.056660452
52345-770,770,1,5,24h,1,21:29,27.2,1.13,DNA,5,Dloop,1950,FALSE,Duplex,1,0.251302063,5,23405,2.764322693,0.070880069
52345-768,768,1,4,16h,3,14:03,19.7,0.82,DNA,5,Dloop,1950,FALSE,Duplex,1,0.357227892,6,19757,3.929506812,0.100756585
52345-770,770,2,5,24h,1,21:29,27.2,1.13,DNA,5,Dloop,1950,FALSE,Duplex,1,0.375090271,7,21952,4.125992981,0.105794692
52345-768,768,3,4,16h,3,14:03,19.7,0.82,DNA,5,Dloop,1950,FALSE,Duplex,1,0.42343837,8,22223,4.657822073,0.119431335
52345-768,768,2,4,16h,3,14:03,19.7,0.82,RNA,5,16S,1950,FALSE,Monoplex,0.1,0.053295456,1,22074,5.86250016,0.150320517
52345-770,770,4,5,24h,1,21:29,27.2,1.13,DNA,5,16S,1950,FALSE,Duplex,1,0.53587985,10,21949,5.89467835,0.151145599
52345-770,770,1,5,24h,1,21:29,27.2,1.13,DNA,5,16S,1950,FALSE,Monoplex,1,0.641594529,12,21998,7.057539819,0.180962559
52345-770,770,3,5,24h,1,21:29,27.2,1.13,DNA,5,16S,1950,FALSE,Duplex,1,0.703781068,14,23396,7.741591748,0.198502353
52345-770,770,2,5,24h,1,21:29,27.2,1.13,DNA,5,16S,1950,FALSE,Monoplex,1,0.763375461,14,21569,8.397130071,0.215311027
52345-768,768,2,4,16h,3,14:03,19.7,0.82,DNA,5,Dloop,1950,FALSE,Duplex,1,0.786448419,14,20936,8.650932609,0.221818785
52345-768,768,5,4,16h,3,14:03,19.7,0.82,DNA,5,16S,1950,FALSE,Duplex,1,0.84702915,16,22215,9.317320645,0.238905658
52345-768,768,2,4,16h,3,14:03,19.7,0.82,DNA,5,16S,1950,FALSE,Monoplex,1,1.063745022,17,18793,11.70119524,0.300030647
52345-770,770,2,5,24h,1,21:29,27.2,1.13,DNA,5,Cytb,1950,FALSE,Monoplex,1,1.066706538,20,22048,11.73377192,0.300865947
52345-768,768,3,4,16h,3,14:03,19.7,0.82,DNA,5,16S,1950,FALSE,Duplex,1,1.131594062,19,19744,12.44753468,0.319167556
52345-768,768,4,4,16h,3,14:03,19.7,0.82,DNA,5,16S,1950,FALSE,Duplex,1,1.236083627,22,20928,13.5969199,0.348638972
52345-768,768,1,4,16h,3,14:03,19.7,0.82,DNA,5,16S,1950,FALSE,Monoplex,1,1.360364795,25,21608,14.96401275,0.383692634
52345-770,770,1,5,24h,1,21:29,27.2,1.13,DNA,5,Cytb,1950,FALSE,Monoplex,1,1.625761509,28,20248,17.8833766,0.458548118
52345-768,768,1,4,16h,3,14:03,19.7,0.82,DNA,5,Cytb,1950,FALSE,Monoplex,1,2.4308393,44,21273,26.7392323,0.685621341
52345-768,768,2,4,16h,3,14:03,19.7,0.82,DNA,5,Cytb,1950,FALSE,Monoplex,1,2.960569859,50,19844,32.56626845,0.835032524
52345-768,768,1,4,16h,3,14:03,19.7,0.82,Carryover,5,Cytb,1950,FALSE,Monoplex,1,5.363943577,94,20570,59.00337935,1.512907163
52345-770,770,2,5,24h,1,21:29,27.2,1.13,Carryover,5,Cytb,1950,FALSE,Monoplex,1,7.330417633,127,20319,80.63459396,2.067553691
52345-770,770,1,5,24h,1,21:29,27.2,1.13,Carryover,5,Cytb,1950,FALSE,Monoplex,1,7.43562603,122,19242,81.79188633,2.097227855
52345-768,768,2,4,16h,3,14:03,19.7,0.82,Carryover,5,Cytb,1950,FALSE,Monoplex,1,8.731555939,151,20270,96.04711533,2.462746547
52345-773,773,1,5,24h,4,22:12,27.9,1.16,RNA,5,16S,2000,TRUE,Monoplex,0.1,0,0,22361,0,0
52345-773,773,1,5,24h,4,22:12,27.9,1.16,Carryover,5,Cytb,2000,TRUE,Monoplex,1,0,0,20616,0,0
52345-773,773,2,5,24h,4,22:12,27.9,1.16,Carryover,5,Cytb,2000,TRUE,Monoplex,1,0,0,22001,0,0
52345-773,773,1,5,24h,4,22:12,27.9,1.16,DNA,5,Bridge,2000,TRUE,Duplex,1,0,0,21851,0,0
52345-773,773,2,5,24h,4,22:12,27.9,1.16,DNA,5,Bridge,2000,TRUE,Duplex,1,0,0,21441,0,0
52345-773,773,3,5,24h,4,22:12,27.9,1.16,DNA,5,Bridge,2000,TRUE,Duplex,1,0,0,20963,0,0
52345-773,773,1,5,24h,4,22:12,27.9,1.16,DNA,5,16S,2000,TRUE,Monoplex,1,0,0,21821,0,0
52345-773,773,2,5,24h,4,22:12,27.9,1.16,DNA,5,16S,2000,TRUE,Monoplex,1,0,0,21058,0,0
52345-773,773,3,5,24h,4,22:12,27.9,1.16,DNA,5,16S,2000,TRUE,Duplex,1,0,0,21851,0,0
52345-773,773,4,5,24h,4,22:12,27.9,1.16,DNA,5,16S,2000,TRUE,Duplex,1,0,0,21441,0,0
52345-773,773,5,5,24h,4,22:12,27.9,1.16,DNA,5,16S,2000,TRUE,Duplex,1,0,0,20963,0,0
52345-773,773,1,5,24h,4,22:12,27.9,1.16,DNA,5,Cytb,2000,TRUE,Monoplex,1,0,0,22586,0,0
52345-773,773,2,5,24h,4,22:12,27.9,1.16,DNA,5,Cytb,2000,TRUE,Monoplex,1,0,0,22354,0,0
52345-773,773,1,5,24h,4,22:12,27.9,1.16,DNA,5,Dloop,2000,TRUE,Duplex,1,0,0,21851,0,0
52345-773,773,2,5,24h,4,22:12,27.9,1.16,DNA,5,Dloop,2000,TRUE,Duplex,1,0,0,21441,0,0
52345-773,773,3,5,24h,4,22:12,27.9,1.16,DNA,5,Dloop,2000,TRUE,Duplex,1,0,0,20963,0,0
52345-773,773,2,5,24h,4,22:12,27.9,1.16,RNA,5,16S,2000,TRUE,Monoplex,0.1,0,0,22949,0,0
52345-771,771,1,5,24h,2,21:39,27.3,1.14,DNA,5,Bridge,1850,FALSE,Duplex,1,0,0,22969,0,0
52345-771,771,2,5,24h,2,21:39,27.3,1.14,DNA,5,Bridge,1850,FALSE,Duplex,1,0,0,22294,0,0
52345-771,771,3,5,24h,2,21:39,27.3,1.14,DNA,5,Bridge,1850,FALSE,Duplex,1,0,0,20268,0,0
52345-771,771,1,5,24h,2,21:39,27.3,1.14,DNA,5,Dloop,1850,FALSE,Duplex,1,0,0,22969,0,0
52345-771,771,1,5,24h,2,21:39,27.3,1.14,RNA,5,16S,1850,FALSE,Monoplex,0.1,0,0,20086,0,0
52345-771,771,2,5,24h,2,21:39,27.3,1.14,RNA,5,16S,1850,FALSE,Monoplex,0.1,0,0,19254,0,0
52345-771,771,4,5,24h,2,21:39,27.3,1.14,DNA,5,16S,1850,FALSE,Duplex,1,0.052771907,1,22293,0.580490977,0.015688945
52345-771,771,5,5,24h,2,21:39,27.3,1.14,DNA,5,16S,1850,FALSE,Duplex,1,0.058047146,1,20267,0.638518602,0.01725726
52345-771,771,2,5,24h,2,21:39,27.3,1.14,DNA,5,Dloop,1850,FALSE,Duplex,1,0.105546184,2,22292,1.161008024,0.031378595
52345-771,771,3,5,24h,2,21:39,27.3,1.14,DNA,5,Dloop,1850,FALSE,Duplex,1,0.11609716,2,20266,1.277068757,0.034515372
52345-771,771,3,5,24h,2,21:39,27.3,1.14,DNA,5,16S,1850,FALSE,Duplex,1,0.256127506,5,22964,2.817402566,0.076146015
52345-771,771,2,5,24h,2,21:39,27.3,1.14,DNA,5,16S,1850,FALSE,Monoplex,1,0.397235811,7,20728,4.369593921,0.118097133
52345-771,771,1,5,24h,2,21:39,27.3,1.14,DNA,5,16S,1850,FALSE,Monoplex,1,0.563416779,10,20876,6.197584569,0.167502286
52345-771,771,1,5,24h,2,21:39,27.3,1.14,DNA,5,Cytb,1850,FALSE,Monoplex,1,0.586967945,11,22042,6.456647395,0.174503984
52345-771,771,2,5,24h,2,21:39,27.3,1.14,DNA,5,Cytb,1850,FALSE,Monoplex,1,0.904490411,15,19503,9.949394521,0.268902555
52345-771,771,1,5,24h,2,21:39,27.3,1.14,Carryover,5,Cytb,1850,FALSE,Monoplex,1,5.201148987,95,21441,57.21263886,1.546287537
52345-771,771,2,5,24h,2,21:39,27.3,1.14,Carryover,5,Cytb,1850,FALSE,Monoplex,1,5.994767666,8,1566,65.94244433,1.782228225
52345-772,772,1,5,24h,3,21:59,27.7,1.15,DNA,5,Bridge,2000,FALSE,Duplex,1,0,0,23577,0,0
52345-772,772,2,5,24h,3,21:59,27.7,1.15,DNA,5,Bridge,2000,FALSE,Duplex,1,0,0,21432,0,0
52345-772,772,3,5,24h,3,21:59,27.7,1.15,DNA,5,Bridge,2000,FALSE,Duplex,1,0,0,19680,0,0
52345-772,772,1,5,24h,3,21:59,27.7,1.15,RNA,5,16S,2000,FALSE,Monoplex,0.1,0,0,22387,0,0
52345-772,772,2,5,24h,3,21:59,27.7,1.15,RNA,5,16S,2000,FALSE,Monoplex,0.1,0,0,22404,0,0
52345-772,772,2,5,24h,3,21:59,27.7,1.15,DNA,5,Dloop,2000,FALSE,Duplex,1,0.054894459,1,21431,0.603839049,0.015095976
52345-772,772,1,5,24h,3,21:59,27.7,1.15,DNA,5,Dloop,2000,FALSE,Duplex,1,0.09980239,2,23575,1.09782629,0.027445657
52345-772,772,4,5,24h,3,21:59,27.7,1.15,DNA,5,16S,2000,FALSE,Duplex,1,0.109791473,2,21430,1.207706203,0.030192655
52345-772,772,3,5,24h,3,21:59,27.7,1.15,DNA,5,Dloop,2000,FALSE,Duplex,1,0.179353699,3,19677,1.97289069,0.049322267
52345-772,772,3,5,24h,3,21:59,27.7,1.15,DNA,5,16S,2000,FALSE,Duplex,1,0.249521852,5,23572,2.744740372,0.068618509
52345-772,772,1,5,24h,3,21:59,27.7,1.15,DNA,5,16S,2000,FALSE,Monoplex,1,0.478899777,9,22105,5.267897547,0.131697439
52345-772,772,5,5,24h,3,21:59,27.7,1.15,DNA,5,16S,2000,FALSE,Duplex,1,0.538143158,9,19671,5.919574738,0.147989368
52345-772,772,2,5,24h,3,21:59,27.7,1.15,DNA,5,16S,2000,FALSE,Monoplex,1,0.550678968,10,21359,6.057468648,0.151436716
52345-772,772,1,5,24h,3,21:59,27.7,1.15,DNA,5,Cytb,2000,FALSE,Monoplex,1,0.777391255,14,21180,8.551303805,0.213782595
52345-772,772,2,5,24h,3,21:59,27.7,1.15,DNA,5,Cytb,2000,FALSE,Monoplex,1,1.219830155,22,21207,13.41813171,0.335453293
52345-772,772,2,5,24h,3,21:59,27.7,1.15,Carryover,5,Cytb,2000,FALSE,Monoplex,1,1.762255549,32,21347,19.38481104,0.484620276
52345-772,772,1,5,24h,3,21:59,27.7,1.15,Carryover,5,Cytb,2000,FALSE,Monoplex,1,1.888574481,34,21163,20.77431929,0.519357982
52345-774,774,2,6,48h,1,20:35,50.3,2.09,DNA,5,Bridge,1900,FALSE,Duplex,1,0,0,21685,0,0
52345-774,774,4,6,48h,1,20:35,50.3,2.09,DNA,5,16S,1900,FALSE,Duplex,1,0,0,21685,0,0
52345-774,774,2,6,48h,1,20:35,50.3,2.09,DNA,5,Dloop,1900,FALSE,Duplex,1,0,0,21685,0,0
52345-774,774,2,6,48h,1,20:35,50.3,2.09,RNA,5,16S,1900,FALSE,Monoplex,0.1,0,0,20779,0,0
52345-774,774,1,6,48h,1,20:35,50.3,2.09,DNA,5,Bridge,1900,FALSE,Duplex,1,0.051034403,1,23049,0.56137843,0.014773117
52345-774,774,1,6,48h,1,20:35,50.3,2.09,DNA,5,Dloop,1900,FALSE,Duplex,1,0.051041041,1,23049,0.561451451,0.014775038
52345-774,774,3,6,48h,1,20:35,50.3,2.09,DNA,5,Bridge,1900,FALSE,Duplex,1,0.054007416,1,21779,0.594081577,0.015633726
52345-774,774,5,6,48h,1,20:35,50.3,2.09,DNA,5,16S,1900,FALSE,Duplex,1,0.108037151,2,21778,1.188408665,0.031273912
52345-774,774,3,6,48h,1,20:35,50.3,2.09,DNA,5,Dloop,1900,FALSE,Duplex,1,0.108037151,2,21778,1.188408665,0.031273912
52345-774,774,2,6,48h,1,20:35,50.3,2.09,DNA,5,16S,1900,FALSE,Monoplex,1,0.108545512,2,21676,1.194000632,0.031421069
52345-774,774,3,6,48h,1,20:35,50.3,2.09,DNA,5,16S,1900,FALSE,Duplex,1,0.153129786,3,23047,1.684427646,0.044327043
52345-774,774,1,6,48h,1,20:35,50.3,2.09,DNA,5,16S,1900,FALSE,Monoplex,1,0.268300444,5,21922,2.951304884,0.077665918
52345-774,774,2,6,48h,1,20:35,50.3,2.09,DNA,5,Cytb,1900,FALSE,Monoplex,1,0.421315402,8,22335,4.634469422,0.121959722
52345-774,774,1,6,48h,1,20:35,50.3,2.09,RNA,5,16S,1900,FALSE,Monoplex,0.1,0.052351567,1,22472,5.75867237,0.15154401
52345-774,774,1,6,48h,1,20:35,50.3,2.09,DNA,5,Cytb,1900,FALSE,Monoplex,1,0.640779138,12,22026,7.048570518,0.185488698
52345-774,774,2,6,48h,1,20:35,50.3,2.09,Carryover,5,Cytb,1900,FALSE,Monoplex,1,2.025801897,37,21469,22.28382087,0.586416339
52345-774,774,1,6,48h,1,20:35,50.3,2.09,Carryover,5,Cytb,1900,FALSE,Monoplex,1,2.70092988,50,21754,29.71022868,0.781848123
52345-777,777,1,6,48h,4,21:05,50.8,2.12,RNA,5,16S,1950,TRUE,Monoplex,0.1,0,0,21355,0,0
52345-777,777,1,6,48h,4,21:05,50.8,2.12,Carryover,5,Cytb,1950,TRUE,Monoplex,1,0,0,22109,0,0
52345-777,777,2,6,48h,4,21:05,50.8,2.12,Carryover,5,Cytb,1950,TRUE,Monoplex,1,0,0,20903,0,0
52345-777,777,1,6,48h,4,21:05,50.8,2.12,DNA,5,Bridge,1950,TRUE,Duplex,1,0,0,22549,0,0
52345-777,777,2,6,48h,4,21:05,50.8,2.12,DNA,5,Bridge,1950,TRUE,Duplex,1,0,0,23049,0,0
52345-777,777,3,6,48h,4,21:05,50.8,2.12,DNA,5,Bridge,1950,TRUE,Duplex,1,0,0,20003,0,0
52345-777,777,1,6,48h,4,21:05,50.8,2.12,DNA,5,16S,1950,TRUE,Monoplex,1,0,0,21546,0,0
52345-777,777,2,6,48h,4,21:05,50.8,2.12,DNA,5,16S,1950,TRUE,Monoplex,1,0,0,20364,0,0
52345-777,777,3,6,48h,4,21:05,50.8,2.12,DNA,5,16S,1950,TRUE,Duplex,1,0,0,22549,0,0
52345-777,777,4,6,48h,4,21:05,50.8,2.12,DNA,5,16S,1950,TRUE,Duplex,1,0,0,23049,0,0
52345-777,777,5,6,48h,4,21:05,50.8,2.12,DNA,5,16S,1950,TRUE,Duplex,1,0,0,20003,0,0
52345-777,777,1,6,48h,4,21:05,50.8,2.12,DNA,5,Cytb,1950,TRUE,Monoplex,1,0,0,21948,0,0
52345-777,777,2,6,48h,4,21:05,50.8,2.12,DNA,5,Cytb,1950,TRUE,Monoplex,1,0,0,21136,0,0
52345-777,777,1,6,48h,4,21:05,50.8,2.12,DNA,5,Dloop,1950,TRUE,Duplex,1,0,0,22549,0,0
52345-777,777,2,6,48h,4,21:05,50.8,2.12,DNA,5,Dloop,1950,TRUE,Duplex,1,0,0,23049,0,0
52345-777,777,3,6,48h,4,21:05,50.8,2.12,DNA,5,Dloop,1950,TRUE,Duplex,1,0,0,20003,0,0
52345-777,777,2,6,48h,4,21:05,50.8,2.12,RNA,5,16S,1950,TRUE,Monoplex,0.1,0,0,19731,0,0
52345-775,775,1,6,48h,2,20:45,50.5,2.1,RNA,5,16S,1950,FALSE,Monoplex,0.1,0,0,21555,0,0
52345-775,775,2,6,48h,2,20:45,50.5,2.1,DNA,5,Bridge,1950,FALSE,Duplex,1,0,0,22834,0,0
52345-775,775,3,6,48h,2,20:45,50.5,2.1,DNA,5,Bridge,1950,FALSE,Duplex,1,0,0,20668,0,0
52345-775,775,4,6,48h,2,20:45,50.5,2.1,DNA,5,16S,1950,FALSE,Duplex,1,0,0,22834,0,0
52345-775,775,5,6,48h,2,20:45,50.5,2.1,DNA,5,16S,1950,FALSE,Duplex,1,0,0,20668,0,0
52345-775,775,2,6,48h,2,20:45,50.5,2.1,DNA,5,Dloop,1950,FALSE,Duplex,1,0,0,22834,0,0
52345-775,775,2,6,48h,2,20:45,50.5,2.1,RNA,5,16S,1950,FALSE,Monoplex,0.1,0,0,21229,0,0
52345-775,775,2,6,48h,2,20:45,50.5,2.1,DNA,5,16S,1950,FALSE,Monoplex,1,0.049511626,1,23761,0.544627886,0.013964818
52345-775,775,1,6,48h,2,20:45,50.5,2.1,DNA,5,Bridge,1950,FALSE,Duplex,1,0.051136443,1,23004,0.562500875,0.014423099
52345-775,775,3,6,48h,2,20:45,50.5,2.1,DNA,5,16S,1950,FALSE,Duplex,1,0.05114089,1,23004,0.56254979,0.014424354
