Extraction,Number,PCR_rep,Timepoint,Timepoint_name,Carboy,Time_sampled,Hours_base,Days_base,Component,Filter,Marker,Filt_mL,Control,Reaction,Dilution,ddPCR_copies_ul_well,Positive_droplets,Negative_droplets,copies_ul_extract,copies_mL
52345-775,775,1,6,48h,2,20:45,50.5,2.1,DNA,5,16S,1950,FALSE,Monoplex,1,0.053518508,1,21982,0.588703588,0.015094964
52345-775,775,1,6,48h,2,20:45,50.5,2.1,DNA,5,Cytb,1950,FALSE,Monoplex,1,0.053616069,1,21942,0.589776759,0.015122481
52345-775,775,3,6,48h,2,20:45,50.5,2.1,DNA,5,Dloop,1950,FALSE,Duplex,1,0.056923702,1,20667,0.626160726,0.016055403
52345-775,775,1,6,48h,2,20:45,50.5,2.1,DNA,5,Dloop,1950,FALSE,Duplex,1,0.102283999,2,23003,1.125123989,0.028849333
52345-775,775,2,6,48h,2,20:45,50.5,2.1,DNA,5,Cytb,1950,FALSE,Monoplex,1,0.169654697,3,20802,1.866201667,0.047851325
52345-775,775,2,6,48h,2,20:45,50.5,2.1,Carryover,5,Cytb,1950,FALSE,Monoplex,1,1.47356391,26,20745,16.20920301,0.41562059
52345-775,775,1,6,48h,2,20:45,50.5,2.1,Carryover,5,Cytb,1950,FALSE,Monoplex,1,1.68935287,31,21573,18.58288157,0.476484143
52345-776,776,2,6,48h,3,20:53,50.6,2.11,DNA,5,Bridge,1950,FALSE,Duplex,1,0,0,20952,0,0
52345-776,776,3,6,48h,3,20:53,50.6,2.11,DNA,5,Bridge,1950,FALSE,Duplex,1,0,0,19329,0,0
52345-776,776,3,6,48h,3,20:53,50.6,2.11,DNA,5,Dloop,1950,FALSE,Duplex,1,0,0,19329,0,0
52345-776,776,2,6,48h,3,20:53,50.6,2.11,RNA,5,16S,1950,FALSE,Monoplex,0.1,0,0,19198,0,0
52345-776,776,1,6,48h,3,20:53,50.6,2.11,DNA,5,Bridge,1950,FALSE,Duplex,1,0.050632462,1,23233,0.556957086,0.014280951
52345-776,776,1,6,48h,3,20:53,50.6,2.11,DNA,5,Dloop,1950,FALSE,Duplex,1,0.05063682,1,23233,0.55700502,0.01428218
52345-776,776,4,6,48h,3,20:53,50.6,2.11,DNA,5,16S,1950,FALSE,Duplex,1,0.05615209,1,20951,0.61767299,0.015837769
52345-776,776,2,6,48h,3,20:53,50.6,2.11,DNA,5,Dloop,1950,FALSE,Duplex,1,0.05615209,1,20951,0.61767299,0.015837769
52345-776,776,2,6,48h,3,20:53,50.6,2.11,DNA,5,Cytb,1950,FALSE,Monoplex,1,0.056597818,1,20786,0.622575998,0.015963487
52345-776,776,5,6,48h,3,20:53,50.6,2.11,DNA,5,16S,1950,FALSE,Duplex,1,0.060867142,1,19328,0.669538561,0.017167655
52345-776,776,3,6,48h,3,20:53,50.6,2.11,DNA,5,16S,1950,FALSE,Duplex,1,0.101275824,2,23232,1.114034064,0.028564976
52345-776,776,2,6,48h,3,20:53,50.6,2.11,DNA,5,16S,1950,FALSE,Monoplex,1,0.10452871,2,22509,1.14981581,0.029482457
52345-776,776,1,6,48h,3,20:53,50.6,2.11,DNA,5,16S,1950,FALSE,Monoplex,1,0.208732858,4,22543,2.296061438,0.05887337
52345-776,776,1,6,48h,3,20:53,50.6,2.11,DNA,5,Cytb,1950,FALSE,Monoplex,1,0.331789583,6,21272,3.649685413,0.093581677
52345-776,776,1,6,48h,3,20:53,50.6,2.11,RNA,5,16S,1950,FALSE,Monoplex,0.1,0.061423269,1,19153,6.75655959,0.173245118
52345-776,776,1,6,48h,3,20:53,50.6,2.11,Carryover,5,Cytb,1950,FALSE,Monoplex,1,0.797066808,14,20657,8.767734888,0.224813715
52345-776,776,2,6,48h,3,20:53,50.6,2.11,Carryover,5,Cytb,1950,FALSE,Monoplex,1,0.821768105,15,21467,9.039449155,0.231780748
52345-780,780,1,7,96h,1,19:18,97,4.04,DNA,5,Bridge,2000,FALSE,Duplex,1,0,0,22356,0,0
52345-780,780,2,7,96h,1,19:18,97,4.04,DNA,5,Bridge,2000,FALSE,Duplex,1,0,0,22493,0,0
52345-780,780,3,7,96h,1,19:18,97,4.04,DNA,5,Bridge,2000,FALSE,Duplex,1,0,0,22040,0,0
52345-780,780,1,7,96h,1,19:18,97,4.04,DNA,5,16S,2000,FALSE,Monoplex,1,0,0,20209,0,0
52345-780,780,2,7,96h,1,19:18,97,4.04,DNA,5,16S,2000,FALSE,Monoplex,1,0,0,22224,0,0
52345-780,780,4,7,96h,1,19:18,97,4.04,DNA,5,16S,2000,FALSE,Duplex,1,0,0,22493,0,0
52345-780,780,5,7,96h,1,19:18,97,4.04,DNA,5,16S,2000,FALSE,Duplex,1,0,0,22040,0,0
52345-780,780,1,7,96h,1,19:18,97,4.04,DNA,5,Cytb,2000,FALSE,Monoplex,1,0,0,21095,0,0
52345-780,780,1,7,96h,1,19:18,97,4.04,DNA,5,Dloop,2000,FALSE,Duplex,1,0,0,22356,0,0
52345-780,780,2,7,96h,1,19:18,97,4.04,DNA,5,Dloop,2000,FALSE,Duplex,1,0,0,22493,0,0
52345-780,780,3,7,96h,1,19:18,97,4.04,DNA,5,Dloop,2000,FALSE,Duplex,1,0,0,22040,0,0
52345-780,780,1,7,96h,1,19:18,97,4.04,RNA,5,16S,2000,FALSE,Monoplex,0.1,0,0,18122,0,0
52345-780,780,2,7,96h,1,19:18,97,4.04,RNA,5,16S,2000,FALSE,Monoplex,0.1,0,0,18992,0,0
52345-780,780,3,7,96h,1,19:18,97,4.04,DNA,5,16S,2000,FALSE,Duplex,1,0.052625552,1,22355,0.578881072,0.014472027
52345-780,780,2,7,96h,1,19:18,97,4.04,DNA,5,Cytb,2000,FALSE,Monoplex,1,0.055792592,1,21086,0.613718512,0.015342963
52345-780,780,1,7,96h,1,19:18,97,4.04,Carryover,5,Cytb,2000,FALSE,Monoplex,1,0.644593239,11,20071,7.090525629,0.177263141
52345-780,780,2,7,96h,1,19:18,97,4.04,Carryover,5,Cytb,2000,FALSE,Monoplex,1,0.918534577,16,20485,10.10388035,0.252597009
52345-783,783,1,7,96h,4,19:58,97.7,4.07,Carryover,5,Cytb,2000,TRUE,Monoplex,1,0,0,21211,0,0
52345-783,783,2,7,96h,4,19:58,97.7,4.07,Carryover,5,Cytb,2000,TRUE,Monoplex,1,0,0,21058,0,0
52345-783,783,1,7,96h,4,19:58,97.7,4.07,DNA,5,Bridge,2000,TRUE,Duplex,1,0,0,21494,0,0
52345-783,783,2,7,96h,4,19:58,97.7,4.07,DNA,5,Bridge,2000,TRUE,Duplex,1,0,0,23677,0,0
52345-783,783,3,7,96h,4,19:58,97.7,4.07,DNA,5,Bridge,2000,TRUE,Duplex,1,0,0,19270,0,0
52345-783,783,1,7,96h,4,19:58,97.7,4.07,DNA,5,16S,2000,TRUE,Monoplex,1,0,0,22342,0,0
52345-783,783,2,7,96h,4,19:58,97.7,4.07,DNA,5,16S,2000,TRUE,Monoplex,1,0,0,23296,0,0
52345-783,783,3,7,96h,4,19:58,97.7,4.07,DNA,5,16S,2000,TRUE,Duplex,1,0,0,21494,0,0
52345-783,783,4,7,96h,4,19:58,97.7,4.07,DNA,5,16S,2000,TRUE,Duplex,1,0,0,23677,0,0
52345-783,783,5,7,96h,4,19:58,97.7,4.07,DNA,5,16S,2000,TRUE,Duplex,1,0,0,19270,0,0
52345-783,783,1,7,96h,4,19:58,97.7,4.07,DNA,5,Cytb,2000,TRUE,Monoplex,1,0,0,21161,0,0
52345-783,783,2,7,96h,4,19:58,97.7,4.07,DNA,5,Cytb,2000,TRUE,Monoplex,1,0,0,22113,0,0
52345-783,783,1,7,96h,4,19:58,97.7,4.07,DNA,5,Dloop,2000,TRUE,Duplex,1,0,0,21494,0,0
52345-783,783,2,7,96h,4,19:58,97.7,4.07,DNA,5,Dloop,2000,TRUE,Duplex,1,0,0,23677,0,0
52345-783,783,3,7,96h,4,19:58,97.7,4.07,DNA,5,Dloop,2000,TRUE,Duplex,1,0,0,19270,0,0
52345-783,783,1,7,96h,4,19:58,97.7,4.07,RNA,5,16S,2000,TRUE,Monoplex,0.1,0,0,19121,0,0
52345-783,783,2,7,96h,4,19:58,97.7,4.07,RNA,5,16S,2000,TRUE,Monoplex,0.1,0,0,21879,0,0
52345-781,781,1,7,96h,2,19:32,97.3,4.05,DNA,5,Bridge,1900,FALSE,Duplex,1,0,0,23409,0,0
52345-781,781,2,7,96h,2,19:32,97.3,4.05,DNA,5,Bridge,1900,FALSE,Duplex,1,0,0,23124,0,0
52345-781,781,3,7,96h,2,19:32,97.3,4.05,DNA,5,Bridge,1900,FALSE,Duplex,1,0,0,22780,0,0
52345-781,781,1,7,96h,2,19:32,97.3,4.05,DNA,5,16S,1900,FALSE,Monoplex,1,0,0,21603,0,0
52345-781,781,2,7,96h,2,19:32,97.3,4.05,DNA,5,16S,1900,FALSE,Monoplex,1,0,0,22984,0,0
52345-781,781,5,7,96h,2,19:32,97.3,4.05,DNA,5,16S,1900,FALSE,Duplex,1,0,0,22780,0,0
52345-781,781,1,7,96h,2,19:32,97.3,4.05,DNA,5,Cytb,1900,FALSE,Monoplex,1,0,0,21646,0,0
52345-781,781,1,7,96h,2,19:32,97.3,4.05,DNA,5,Dloop,1900,FALSE,Duplex,1,0,0,23409,0,0
52345-781,781,2,7,96h,2,19:32,97.3,4.05,DNA,5,Dloop,1900,FALSE,Duplex,1,0,0,23124,0,0
52345-781,781,3,7,96h,2,19:32,97.3,4.05,DNA,5,Dloop,1900,FALSE,Duplex,1,0,0,22780,0,0
52345-781,781,1,7,96h,2,19:32,97.3,4.05,RNA,5,16S,1900,FALSE,Monoplex,0.1,0,0,18881,0,0
52345-781,781,2,7,96h,2,19:32,97.3,4.05,RNA,5,16S,1900,FALSE,Monoplex,0.1,0,0,22223,0,0
52345-781,781,3,7,96h,2,19:32,97.3,4.05,DNA,5,16S,1900,FALSE,Duplex,1,0.050258264,1,23408,0.552840904,0.014548445
52345-781,781,4,7,96h,2,19:32,97.3,4.05,DNA,5,16S,1900,FALSE,Duplex,1,0.050877701,1,23123,0.559654711,0.014727756
52345-781,781,2,7,96h,2,19:32,97.3,4.05,DNA,5,Cytb,1900,FALSE,Monoplex,1,0.052649107,1,22345,0.579140177,0.015240531
52345-781,781,2,7,96h,2,19:32,97.3,4.05,Carryover,5,Cytb,1900,FALSE,Monoplex,1,0.323695302,6,21804,3.560648322,0.093701272
52345-781,781,1,7,96h,2,19:32,97.3,4.05,Carryover,5,Cytb,1900,FALSE,Monoplex,1,0.937380135,16,20073,10.31118149,0.271346881
52345-782,782,1,7,96h,3,19:47,97.5,4.06,DNA,5,Bridge,2000,FALSE,Duplex,1,0,0,22168,0,0
52345-782,782,2,7,96h,3,19:47,97.5,4.06,DNA,5,Bridge,2000,FALSE,Duplex,1,0,0,20488,0,0
52345-782,782,3,7,96h,3,19:47,97.5,4.06,DNA,5,Bridge,2000,FALSE,Duplex,1,0,0,18388,0,0
52345-782,782,1,7,96h,3,19:47,97.5,4.06,DNA,5,16S,2000,FALSE,Monoplex,1,0,0,21527,0,0
52345-782,782,2,7,96h,3,19:47,97.5,4.06,DNA,5,16S,2000,FALSE,Monoplex,1,0,0,23536,0,0
52345-782,782,4,7,96h,3,19:47,97.5,4.06,DNA,5,16S,2000,FALSE,Duplex,1,0,0,20488,0,0
52345-782,782,5,7,96h,3,19:47,97.5,4.06,DNA,5,16S,2000,FALSE,Duplex,1,0,0,18388,0,0
52345-782,782,1,7,96h,3,19:47,97.5,4.06,DNA,5,Dloop,2000,FALSE,Duplex,1,0,0,22168,0,0
52345-782,782,2,7,96h,3,19:47,97.5,4.06,DNA,5,Dloop,2000,FALSE,Duplex,1,0,0,20488,0,0
52345-782,782,3,7,96h,3,19:47,97.5,4.06,DNA,5,Dloop,2000,FALSE,Duplex,1,0,0,18388,0,0
52345-782,782,1,7,96h,3,19:47,97.5,4.06,RNA,5,16S,2000,FALSE,Monoplex,0.1,0,0,16881,0,0
52345-782,782,2,7,96h,3,19:47,97.5,4.06,RNA,5,16S,2000,FALSE,Monoplex,0.1,0,0,19752,0,0
52345-782,782,3,7,96h,3,19:47,97.5,4.06,DNA,5,16S,2000,FALSE,Duplex,1,0.053071864,1,22167,0.583790504,0.014594763
52345-782,782,2,7,96h,3,19:47,97.5,4.06,DNA,5,Cytb,2000,FALSE,Monoplex,1,0.054682679,1,21514,0.601509469,0.015037737
52345-782,782,1,7,96h,3,19:47,97.5,4.06,DNA,5,Cytb,2000,FALSE,Monoplex,1,0.056324147,1,20887,0.619565617,0.01548914
52345-782,782,2,7,96h,3,19:47,97.5,4.06,Carryover,5,Cytb,2000,FALSE,Monoplex,1,0.482302845,9,21949,5.305331295,0.132633282
52345-782,782,1,7,96h,3,19:47,97.5,4.06,Carryover,5,Cytb,2000,FALSE,Monoplex,1,0.597896755,11,21639,6.576864305,0.164421608
52345-784,784,1,8,145h,1,19:01,144.7,6.03,DNA,5,Bridge,1900,FALSE,Duplex,1,0,0,21721,0,0
52345-784,784,2,8,145h,1,19:01,144.7,6.03,DNA,5,Bridge,1900,FALSE,Duplex,1,0,0,22950,0,0
52345-784,784,3,8,145h,1,19:01,144.7,6.03,DNA,5,Bridge,1900,FALSE,Duplex,1,0,0,19868,0,0
52345-784,784,1,8,145h,1,19:01,144.7,6.03,DNA,5,16S,1900,FALSE,Monoplex,1,0,0,19797,0,0
52345-784,784,3,8,145h,1,19:01,144.7,6.03,DNA,5,16S,1900,FALSE,Duplex,1,0,0,21721,0,0
52345-784,784,4,8,145h,1,19:01,144.7,6.03,DNA,5,16S,1900,FALSE,Duplex,1,0,0,22950,0,0
52345-784,784,5,8,145h,1,19:01,144.7,6.03,DNA,5,16S,1900,FALSE,Duplex,1,0,0,19868,0,0
52345-784,784,2,8,145h,1,19:01,144.7,6.03,DNA,5,Cytb,1900,FALSE,Monoplex,1,0,0,20782,0,0
52345-784,784,2,8,145h,1,19:01,144.7,6.03,DNA,5,Dloop,1900,FALSE,Duplex,1,0,0,22950,0,0
52345-784,784,3,8,145h,1,19:01,144.7,6.03,DNA,5,Dloop,1900,FALSE,Duplex,1,0,0,19868,0,0
52345-784,784,1,8,145h,1,19:01,144.7,6.03,RNA,5,16S,1900,FALSE,Monoplex,0.1,0,0,21342,0,0
52345-784,784,2,8,145h,1,19:01,144.7,6.03,RNA,5,16S,1900,FALSE,Monoplex,0.1,0,0,20760,0,0
52345-784,784,2,8,145h,1,19:01,144.7,6.03,DNA,5,16S,1900,FALSE,Monoplex,1,0.052205212,1,22535,0.574257332,0.015112035
52345-784,784,1,8,145h,1,19:01,144.7,6.03,DNA,5,Dloop,1900,FALSE,Duplex,1,0.054164063,1,21720,0.595804693,0.015679071
52345-784,784,1,8,145h,1,19:01,144.7,6.03,DNA,5,Cytb,1900,FALSE,Monoplex,1,0.057691336,1,20392,0.634604696,0.016700124
52345-784,784,2,8,145h,1,19:01,144.7,6.03,Carryover,5,Cytb,1900,FALSE,Monoplex,1,0.211642995,4,22233,2.328072945,0.061265078
52345-784,784,1,8,145h,1,19:01,144.7,6.03,Carryover,5,Cytb,1900,FALSE,Monoplex,1,0.220933437,4,21298,2.430267807,0.063954416
52345-787,787,1,8,145h,4,19:39,145.3,6.06,Carryover,5,Cytb,2000,TRUE,Monoplex,1,0,0,20840,0,0
52345-787,787,2,8,145h,4,19:39,145.3,6.06,Carryover,5,Cytb,2000,TRUE,Monoplex,1,0,0,18794,0,0
52345-787,787,1,8,145h,4,19:39,145.3,6.06,DNA,5,Bridge,2000,TRUE,Duplex,1,0,0,23103,0,0
52345-787,787,2,8,145h,4,19:39,145.3,6.06,DNA,5,Bridge,2000,TRUE,Duplex,1,0,0,20698,0,0
52345-787,787,3,8,145h,4,19:39,145.3,6.06,DNA,5,Bridge,2000,TRUE,Duplex,1,0,0,19559,0,0
52345-787,787,1,8,145h,4,19:39,145.3,6.06,DNA,5,16S,2000,TRUE,Monoplex,1,0,0,21857,0,0
52345-787,787,2,8,145h,4,19:39,145.3,6.06,DNA,5,16S,2000,TRUE,Monoplex,1,0,0,20002,0,0
52345-787,787,3,8,145h,4,19:39,145.3,6.06,DNA,5,16S,2000,TRUE,Duplex,1,0,0,23103,0,0
52345-787,787,4,8,145h,4,19:39,145.3,6.06,DNA,5,16S,2000,TRUE,Duplex,1,0,0,20698,0,0
52345-787,787,5,8,145h,4,19:39,145.3,6.06,DNA,5,16S,2000,TRUE,Duplex,1,0,0,19559,0,0
52345-787,787,1,8,145h,4,19:39,145.3,6.06,DNA,5,Cytb,2000,TRUE,Monoplex,1,0,0,21663,0,0
52345-787,787,2,8,145h,4,19:39,145.3,6.06,DNA,5,Cytb,2000,TRUE,Monoplex,1,0,0,22198,0,0
52345-787,787,1,8,145h,4,19:39,145.3,6.06,DNA,5,Dloop,2000,TRUE,Duplex,1,0,0,23103,0,0
52345-787,787,2,8,145h,4,19:39,145.3,6.06,DNA,5,Dloop,2000,TRUE,Duplex,1,0,0,20698,0,0
52345-787,787,3,8,145h,4,19:39,145.3,6.06,DNA,5,Dloop,2000,TRUE,Duplex,1,0,0,19559,0,0
52345-787,787,1,8,145h,4,19:39,145.3,6.06,RNA,5,16S,2000,TRUE,Monoplex,0.1,0,0,21425,0,0
52345-787,787,2,8,145h,4,19:39,145.3,6.06,RNA,5,16S,2000,TRUE,Monoplex,0.1,0,0,22953,0,0
52345-785,785,2,8,145h,2,19:13,145,6.04,Carryover,5,Cytb,1900,FALSE,Monoplex,1,0,0,20909,0,0
52345-785,785,1,8,145h,2,19:13,145,6.04,DNA,5,Bridge,1900,FALSE,Duplex,1,0,0,23141,0,0
52345-785,785,2,8,145h,2,19:13,145,6.04,DNA,5,Bridge,1900,FALSE,Duplex,1,0,0,20684,0,0
52345-785,785,3,8,145h,2,19:13,145,6.04,DNA,5,Bridge,1900,FALSE,Duplex,1,0,0,21342,0,0
52345-785,785,1,8,145h,2,19:13,145,6.04,DNA,5,16S,1900,FALSE,Monoplex,1,0,0,22001,0,0
52345-785,785,2,8,145h,2,19:13,145,6.04,DNA,5,16S,1900,FALSE,Monoplex,1,0,0,22558,0,0
52345-785,785,3,8,145h,2,19:13,145,6.04,DNA,5,16S,1900,FALSE,Duplex,1,0,0,23141,0,0
52345-785,785,4,8,145h,2,19:13,145,6.04,DNA,5,16S,1900,FALSE,Duplex,1,0,0,20684,0,0
52345-785,785,1,8,145h,2,19:13,145,6.04,DNA,5,Cytb,1900,FALSE,Monoplex,1,0,0,20605,0,0
52345-785,785,2,8,145h,2,19:13,145,6.04,DNA,5,Cytb,1900,FALSE,Monoplex,1,0,0,21459,0,0
52345-785,785,1,8,145h,2,19:13,145,6.04,DNA,5,Dloop,1900,FALSE,Duplex,1,0,0,23141,0,0
52345-785,785,2,8,145h,2,19:13,145,6.04,DNA,5,Dloop,1900,FALSE,Duplex,1,0,0,20684,0,0
52345-785,785,3,8,145h,2,19:13,145,6.04,DNA,5,Dloop,1900,FALSE,Duplex,1,0,0,21342,0,0
52345-785,785,1,8,145h,2,19:13,145,6.04,RNA,5,16S,1900,FALSE,Monoplex,0.1,0,0,18332,0,0
52345-785,785,2,8,145h,2,19:13,145,6.04,RNA,5,16S,1900,FALSE,Monoplex,0.1,0,0,18802,0,0
52345-785,785,5,8,145h,2,19:13,145,6.04,DNA,5,16S,1900,FALSE,Duplex,1,0.055125952,1,21341,0.606385469,0.015957512
52345-785,785,1,8,145h,2,19:13,145,6.04,Carryover,5,Cytb,1900,FALSE,Monoplex,1,0.057878658,1,20326,0.636665238,0.016754348
52345-786,786,1,8,145h,3,19:31,145.2,6.05,DNA,5,Bridge,2000,FALSE,Duplex,1,0,0,23182,0,0
52345-786,786,2,8,145h,3,19:31,145.2,6.05,DNA,5,Bridge,2000,FALSE,Duplex,1,0,0,22480,0,0
52345-786,786,3,8,145h,3,19:31,145.2,6.05,DNA,5,Bridge,2000,FALSE,Duplex,1,0,0,19731,0,0
52345-786,786,1,8,145h,3,19:31,145.2,6.05,DNA,5,16S,2000,FALSE,Monoplex,1,0,0,22300,0,0
52345-786,786,2,8,145h,3,19:31,145.2,6.05,DNA,5,16S,2000,FALSE,Monoplex,1,0,0,22526,0,0
52345-786,786,3,8,145h,3,19:31,145.2,6.05,DNA,5,16S,2000,FALSE,Duplex,1,0,0,23182,0,0
52345-786,786,4,8,145h,3,19:31,145.2,6.05,DNA,5,16S,2000,FALSE,Duplex,1,0,0,22480,0,0
52345-786,786,5,8,145h,3,19:31,145.2,6.05,DNA,5,16S,2000,FALSE,Duplex,1,0,0,19731,0,0
52345-786,786,1,8,145h,3,19:31,145.2,6.05,DNA,5,Cytb,2000,FALSE,Monoplex,1,0,0,19107,0,0
52345-786,786,2,8,145h,3,19:31,145.2,6.05,DNA,5,Cytb,2000,FALSE,Monoplex,1,0,0,21982,0,0
52345-786,786,1,8,145h,3,19:31,145.2,6.05,DNA,5,Dloop,2000,FALSE,Duplex,1,0,0,23182,0,0
52345-786,786,2,8,145h,3,19:31,145.2,6.05,DNA,5,Dloop,2000,FALSE,Duplex,1,0,0,22480,0,0
52345-786,786,3,8,145h,3,19:31,145.2,6.05,DNA,5,Dloop,2000,FALSE,Duplex,1,0,0,19731,0,0
52345-786,786,1,8,145h,3,19:31,145.2,6.05,RNA,5,16S,2000,FALSE,Monoplex,0.1,0,0,21691,0,0
52345-786,786,2,8,145h,3,19:31,145.2,6.05,RNA,5,16S,2000,FALSE,Monoplex,0.1,0,0,22244,0,0
52345-786,786,2,8,145h,3,19:31,145.2,6.05,Carryover,5,Cytb,2000,FALSE,Monoplex,1,0.055484734,1,21203,0.610332074,0.015258302
52345-786,786,1,8,145h,3,19:31,145.2,6.05,Carryover,5,Cytb,2000,FALSE,Monoplex,1,0.055763505,1,21097,0.613398555,0.015334964
52345-788,788,1,9,190h,1,18:08,191.8,7.99,Carryover,5,Cytb,1900,FALSE,Monoplex,1,0,0,21066,0,0
52345-788,788,1,9,190h,1,18:08,191.8,7.99,DNA,5,Bridge,1900,FALSE,Duplex,1,0,0,22854,0,0
52345-788,788,2,9,190h,1,18:08,191.8,7.99,DNA,5,Bridge,1900,FALSE,Duplex,1,0,0,21043,0,0
52345-788,788,3,9,190h,1,18:08,191.8,7.99,DNA,5,Bridge,1900,FALSE,Duplex,1,0,0,19101,0,0
52345-788,788,1,9,190h,1,18:08,191.8,7.99,DNA,5,16S,1900,FALSE,Monoplex,1,0,0,20423,0,0
52345-788,788,2,9,190h,1,18:08,191.8,7.99,DNA,5,16S,1900,FALSE,Monoplex,1,0,0,22178,0,0
52345-788,788,3,9,190h,1,18:08,191.8,7.99,DNA,5,16S,1900,FALSE,Duplex,1,0,0,22854,0,0
52345-788,788,4,9,190h,1,18:08,191.8,7.99,DNA,5,16S,1900,FALSE,Duplex,1,0,0,21043,0,0
52345-788,788,5,9,190h,1,18:08,191.8,7.99,DNA,5,16S,1900,FALSE,Duplex,1,0,0,19101,0,0
52345-788,788,1,9,190h,1,18:08,191.8,7.99,DNA,5,Cytb,1900,FALSE,Monoplex,1,0,0,21650,0,0
52345-788,788,1,9,190h,1,18:08,191.8,7.99,DNA,5,Dloop,1900,FALSE,Duplex,1,0,0,22854,0,0
52345-788,788,2,9,190h,1,18:08,191.8,7.99,DNA,5,Dloop,1900,FALSE,Duplex,1,0,0,21043,0,0
52345-788,788,3,9,190h,1,18:08,191.8,7.99,DNA,5,Dloop,1900,FALSE,Duplex,1,0,0,19101,0,0
52345-788,788,1,9,190h,1,18:08,191.8,7.99,RNA,5,16S,1900,FALSE,Monoplex,0.1,0,0,23203,0,0
52345-788,788,2,9,190h,1,18:08,191.8,7.99,RNA,5,16S,1900,FALSE,Monoplex,0.1,0,0,23354,0,0
52345-788,788,2,9,190h,1,18:08,191.8,7.99,Carryover,5,Cytb,1900,FALSE,Monoplex,1,0.053960349,1,21802,0.593563839,0.015620101
52345-788,788,2,9,190h,1,18:08,191.8,7.99,DNA,5,Cytb,1900,FALSE,Monoplex,1,0.059494328,1,19774,0.654437608,0.017222042
52345-791,791,1,9,190h,4,19:02,192.7,8.03,Carryover,5,Cytb,2000,TRUE,Monoplex,1,0,0,21902,0,0
52345-791,791,2,9,190h,4,19:02,192.7,8.03,Carryover,5,Cytb,2000,TRUE,Monoplex,1,0,0,21775,0,0
52345-791,791,1,9,190h,4,19:02,192.7,8.03,DNA,5,Bridge,2000,TRUE,Duplex,1,0,0,23386,0,0
52345-791,791,2,9,190h,4,19:02,192.7,8.03,DNA,5,Bridge,2000,TRUE,Duplex,1,0,0,21832,0,0
52345-791,791,3,9,190h,4,19:02,192.7,8.03,DNA,5,Bridge,2000,TRUE,Duplex,1,0,0,22510,0,0
52345-791,791,1,9,190h,4,19:02,192.7,8.03,DNA,5,16S,2000,TRUE,Monoplex,1,0,0,20919,0,0
52345-791,791,2,9,190h,4,19:02,192.7,8.03,DNA,5,16S,2000,TRUE,Monoplex,1,0,0,22635,0,0
52345-791,791,3,9,190h,4,19:02,192.7,8.03,DNA,5,16S,2000,TRUE,Duplex,1,0,0,23386,0,0
52345-791,791,4,9,190h,4,19:02,192.7,8.03,DNA,5,16S,2000,TRUE,Duplex,1,0,0,21832,0,0
52345-791,791,5,9,190h,4,19:02,192.7,8.03,DNA,5,16S,2000,TRUE,Duplex,1,0,0,22510,0,0
52345-791,791,1,9,190h,4,19:02,192.7,8.03,DNA,5,Cytb,2000,TRUE,Monoplex,1,0,0,21713,0,0
52345-791,791,2,9,190h,4,19:02,192.7,8.03,DNA,5,Cytb,2000,TRUE,Monoplex,1,0,0,21288,0,0
52345-791,791,1,9,190h,4,19:02,192.7,8.03,DNA,5,Dloop,2000,TRUE,Duplex,1,0,0,23386,0,0
52345-791,791,2,9,190h,4,19:02,192.7,8.03,DNA,5,Dloop,2000,TRUE,Duplex,1,0,0,21832,0,0
52345-791,791,3,9,190h,4,19:02,192.7,8.03,DNA,5,Dloop,2000,TRUE,Duplex,1,0,0,22510,0,0
52345-791,791,1,9,190h,4,19:02,192.7,8.03,RNA,5,16S,2000,TRUE,Monoplex,0.1,0,0,23675,0,0
52345-791,791,2,9,190h,4,19:02,192.7,8.03,RNA,5,16S,2000,TRUE,Monoplex,0.1,0,0,22170,0,0
52345-789,789,1,9,190h,2,18:25,192.1,8,DNA,5,Bridge,1700,FALSE,Duplex,1,0,0,21525,0,0
52345-789,789,2,9,190h,2,18:25,192.1,8,DNA,5,Bridge,1700,FALSE,Duplex,1,0,0,21632,0,0
52345-789,789,3,9,190h,2,18:25,192.1,8,DNA,5,Bridge,1700,FALSE,Duplex,1,0,0,21325,0,0
52345-789,789,2,9,190h,2,18:25,192.1,8,DNA,5,16S,1700,FALSE,Monoplex,1,0,0,22131,0,0
52345-789,789,3,9,190h,2,18:25,192.1,8,DNA,5,16S,1700,FALSE,Duplex,1,0,0,21525,0,0
52345-789,789,4,9,190h,2,18:25,192.1,8,DNA,5,16S,1700,FALSE,Duplex,1,0,0,21632,0,0
52345-789,789,5,9,190h,2,18:25,192.1,8,DNA,5,16S,1700,FALSE,Duplex,1,0,0,21325,0,0
52345-789,789,1,9,190h,2,18:25,192.1,8,DNA,5,Cytb,1700,FALSE,Monoplex,1,0,0,21496,0,0
52345-789,789,2,9,190h,2,18:25,192.1,8,DNA,5,Dloop,1700,FALSE,Duplex,1,0,0,21632,0,0
52345-789,789,3,9,190h,2,18:25,192.1,8,DNA,5,Dloop,1700,FALSE,Duplex,1,0,0,21325,0,0
52345-789,789,1,9,190h,2,18:25,192.1,8,RNA,5,16S,1700,FALSE,Monoplex,0.1,0,0,23675,0,0
52345-789,789,2,9,190h,2,18:25,192.1,8,RNA,5,16S,1700,FALSE,Monoplex,0.1,0,0,23303,0,0
